UCL_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
UCL215086,4,77,7,21,7,0,0,0,0,117,7,53,0,19,11,0,0,0,0,87,27,18,0,11,70,4,0,4,0,132,9,22,0,46,10,0,0,5,0,97,0,5,0,8,3,0,0,0,0,12,5,0,8,9,9,8,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,6,0,0,0,0,6,0,0,3,5,13,60,181,26,127,115,18,3,31,4,555,0,8,3,4,3,0,0,8,0,25,6,12,5,0,5,0,0,3,0,29,21,22,109,4,6,7,24,20,3,204,15,4,43,0,0,3,6,17,0,93,4,0,3,3,3,4,9,12,0,35,4,97,13,27,10,0,0,4,0,156,12,72,0,19,11,0,0,0,0,115,43,30,0,16,77,14,5,3,0,184,9,30,0,56,10,0,0,4,0,126,0,7,0,6,3,3,0,0,0,19
UCL215087,0,23,4,3,7,4,0,0,0,43,6,15,0,14,0,0,0,0,0,42,16,11,0,5,31,5,0,0,0,60,4,7,6,21,10,0,0,6,0,53,0,3,0,0,0,0,0,0,0,10,0,0,9,7,0,0,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,37,65,26,53,56,14,7,8,0,261,4,4,0,0,3,0,0,0,0,6,3,0,0,0,0,0,0,0,0,10,27,6,56,7,12,4,23,10,3,137,6,4,53,0,0,0,7,0,0,71,3,3,11,0,0,0,3,0,0,18,0,22,4,6,7,4,0,0,0,47,9,22,0,14,0,0,3,0,0,46,19,18,3,6,30,6,0,0,0,87,4,11,6,28,10,0,0,6,0,56,0,5,0,0,0,0,0,0,0,11
UCL215088,7,15,0,18,5,0,0,0,0,50,0,28,0,15,0,3,0,0,0,47,7,3,0,3,13,3,0,7,0,44,3,19,3,23,3,0,5,0,0,58,0,9,0,3,0,3,0,0,0,14,4,0,0,5,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,29,86,10,76,30,10,5,20,6,273,8,5,0,0,0,0,0,0,0,17,4,3,0,0,0,3,0,0,0,7,6,7,19,0,4,0,9,7,0,58,4,4,22,0,0,0,3,4,3,38,5,3,4,3,0,0,0,11,0,27,4,21,0,19,8,0,0,0,0,64,6,45,3,19,0,3,0,0,0,77,13,11,0,3,20,3,0,7,0,65,10,29,6,25,3,5,3,7,0,83,4,23,4,0,0,5,0,3,3,44
UCL215089,5,36,0,29,4,6,0,3,0,82,0,29,0,11,0,0,0,0,0,38,11,6,3,6,11,4,0,0,0,40,7,10,6,37,9,0,0,4,0,65,0,3,0,0,0,0,0,0,0,4,0,0,3,4,4,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,8,19,82,10,89,30,16,0,18,5,270,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,56,6,4,4,9,13,3,99,11,0,9,0,0,0,6,4,0,31,7,0,0,0,3,3,0,5,0,27,4,48,0,32,4,6,0,3,5,101,0,33,0,8,0,0,0,0,0,52,18,13,7,9,12,6,0,0,0,67,7,14,3,47,9,0,5,8,4,91,0,4,0,0,0,0,0,0,0,6
UCL215090,0,42,4,9,3,3,0,0,0,68,8,19,0,13,0,0,0,0,0,41,10,7,3,3,22,3,0,3,0,57,0,13,0,31,9,0,0,4,0,63,0,3,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,3,4,0,0,0,10,0,10,26,88,31,71,42,17,3,16,9,312,4,3,3,0,0,0,0,0,0,10,0,8,5,0,0,0,0,0,0,8,13,11,45,4,4,0,10,12,0,96,6,0,47,0,3,3,0,0,0,69,11,3,8,0,4,6,3,8,0,43,3,47,4,16,3,3,0,0,0,85,8,24,4,14,0,0,3,0,0,55,15,11,7,9,23,11,3,5,0,84,4,10,0,33,6,4,0,8,0,76,0,12,0,3,0,0,0,0,0,19
UCL215091,10,28,0,10,14,0,0,0,0,70,3,18,0,7,5,0,0,0,0,31,11,18,0,0,33,3,0,3,0,75,4,8,0,5,10,7,0,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,37,92,8,28,74,18,0,12,3,277,3,7,0,0,3,5,0,0,0,26,6,6,0,5,4,0,0,0,0,24,33,17,38,0,4,0,9,4,0,107,21,3,42,0,4,0,0,3,0,75,8,0,4,0,0,0,0,0,0,17,8,38,3,10,14,0,0,3,0,81,8,27,0,4,5,0,0,0,0,39,45,40,12,3,41,10,0,4,0,158,9,14,0,8,11,3,0,4,0,53,0,7,0,3,0,0,0,0,0,12
UCL215092,9,103,3,35,8,7,0,3,3,166,10,64,5,14,6,3,0,3,0,110,30,34,3,10,45,6,0,3,5,141,23,80,5,38,22,4,0,3,0,188,12,29,3,6,7,8,0,0,4,72,3,0,6,7,0,3,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9,114,374,36,120,105,37,3,19,10,817,23,50,6,5,0,0,0,0,0,88,14,19,5,0,0,0,0,0,0,42,37,40,54,3,12,0,5,10,0,170,9,15,52,3,0,3,0,6,0,93,8,13,20,0,4,0,0,3,0,62,7,131,3,46,11,6,0,3,5,208,25,91,6,16,12,3,0,5,0,156,80,92,9,14,59,21,7,3,7,286,39,118,11,55,26,12,4,3,0,282,12,49,7,8,6,10,4,7,3,109
UCL215093,9,48,16,43,17,8,0,9,0,146,7,46,0,32,11,3,0,3,0,104,16,13,5,13,56,12,0,3,0,121,17,21,8,68,14,4,3,11,0,144,7,6,3,0,10,4,0,6,0,27,6,0,30,18,12,3,0,3,0,72,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,4,3,5,0,5,0,14,73,141,73,193,125,43,4,42,0,690,3,6,5,3,4,0,0,5,0,27,0,5,0,0,4,0,0,0,0,15,24,14,159,5,10,7,26,11,5,268,19,0,141,0,4,3,14,20,0,205,10,3,25,3,0,3,4,14,0,59,9,58,17,47,13,8,5,9,0,170,4,51,3,33,11,8,0,7,0,113,31,22,11,13,58,17,3,12,0,165,15,31,12,85,21,11,3,9,0,189,7,6,5,7,8,5,3,7,0,40
UCL215094,4,19,0,5,3,0,0,0,0,30,0,16,0,11,0,4,0,0,0,32,12,3,0,0,8,3,0,0,0,25,5,5,0,21,8,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,44,6,42,25,8,0,6,0,146,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,18,8,31,3,5,3,6,3,0,73,0,0,9,0,0,0,0,4,0,13,0,0,0,3,0,0,0,0,0,9,4,27,5,5,3,0,0,0,0,40,5,17,0,11,0,4,0,0,0,34,19,5,3,0,17,3,3,3,0,50,6,5,0,16,8,4,0,0,0,39,0,0,0,0,0,0,0,0,0,3
UCL215095,0,27,3,9,0,0,0,0,0,32,0,3,0,7,3,0,0,0,0,16,4,4,0,4,12,0,0,0,0,28,4,8,0,31,0,0,0,4,0,54,0,0,0,0,0,0,0,0,0,4,0,0,4,9,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,44,3,52,22,4,3,6,4,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,30,4,3,3,6,9,0,64,3,0,21,0,0,0,9,3,0,40,0,0,4,0,0,0,0,3,0,14,0,23,4,4,0,0,0,0,0,39,0,3,0,7,3,4,0,0,0,20,3,12,0,9,18,6,0,0,0,39,4,8,0,30,0,0,0,4,0,54,5,0,0,0,0,0,0,0,0,7
UCL215096,0,44,11,14,10,4,0,0,0,79,4,47,0,8,3,0,0,5,0,69,15,14,0,3,28,14,0,0,0,74,3,19,0,34,15,0,0,0,0,78,0,3,0,0,3,0,0,0,0,11,12,3,6,5,8,5,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,3,0,0,0,0,11,38,133,26,74,83,35,5,9,3,407,3,5,6,0,0,0,0,0,0,13,0,4,4,0,0,0,0,0,0,10,19,14,69,3,14,0,12,11,0,146,17,0,53,0,4,4,9,14,0,99,10,0,12,0,0,0,3,4,0,29,4,47,11,17,7,3,0,0,3,96,7,53,0,8,3,0,0,0,0,85,26,20,5,11,40,17,0,4,0,120,6,26,3,43,21,8,3,5,0,108,0,9,0,0,3,0,0,0,0,18
UCL215097,0,21,5,22,9,3,0,7,3,71,6,31,0,21,13,4,0,6,0,86,14,6,5,4,34,12,0,0,0,83,4,14,0,44,11,3,0,5,0,81,0,3,0,0,5,0,0,0,0,17,4,0,14,11,15,3,0,9,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,5,0,7,0,0,0,21,39,91,34,119,93,30,4,32,8,451,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,3,0,10,23,12,71,0,6,7,15,9,5,146,15,9,81,0,4,0,12,17,4,136,3,6,18,3,7,3,4,4,0,42,10,27,5,25,9,0,0,9,3,91,9,43,3,25,13,4,0,6,0,97,30,12,8,7,32,17,4,5,0,115,5,15,0,55,9,6,0,7,0,111,3,7,3,6,5,0,0,3,0,30
UCL215098,0,24,0,14,6,0,0,0,0,40,6,14,0,16,0,0,0,0,0,37,7,5,0,6,14,3,3,0,0,38,0,13,0,18,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,20,58,15,57,29,13,3,6,4,204,0,4,0,0,0,0,0,4,0,10,0,4,0,0,0,0,0,0,0,7,9,6,45,4,0,5,14,3,0,82,0,0,20,0,0,0,0,12,0,38,7,0,4,4,0,0,6,0,0,24,0,24,0,14,6,0,0,4,0,47,6,21,0,13,0,0,0,0,0,42,8,9,4,3,18,5,4,5,0,54,0,20,3,33,6,0,0,0,0,60,0,4,0,0,0,0,0,0,0,9
UCL215099,4,20,0,5,5,0,0,0,0,31,0,22,0,11,0,0,0,0,0,36,4,4,3,4,12,4,0,7,0,33,3,6,0,21,3,0,0,3,0,43,0,0,0,0,3,0,0,0,0,8,0,0,11,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,11,57,11,47,27,16,0,12,3,190,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,5,3,32,0,0,0,13,10,0,57,11,0,10,0,0,0,5,3,0,28,3,3,0,0,0,0,0,3,0,18,4,24,0,12,5,0,0,0,0,48,0,27,0,8,0,0,0,0,0,44,9,5,3,4,9,7,0,5,0,48,3,11,0,28,8,3,0,3,0,53,0,0,0,0,3,0,0,0,0,3
UCL215100,3,17,0,15,0,5,0,0,0,38,3,17,0,7,0,0,0,0,0,29,6,5,0,0,7,4,0,0,0,26,8,6,0,10,9,5,0,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,5,7,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,0,0,10,21,50,9,44,25,18,0,9,0,161,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,19,0,0,0,8,4,0,41,0,0,16,0,0,3,0,6,0,27,5,4,3,0,0,4,4,6,0,23,3,21,0,16,0,5,0,0,0,41,3,23,0,5,0,6,0,3,0,39,10,3,0,3,11,3,3,0,0,39,4,4,0,16,13,5,0,3,0,48,0,0,4,0,0,6,0,0,0,8
UCL221001,0,12,0,3,0,0,0,0,0,19,4,7,0,10,0,0,0,0,0,19,3,3,0,0,11,0,0,0,0,16,0,5,0,13,3,0,0,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,5,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,35,11,26,20,13,0,5,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,28,0,0,4,10,7,0,55,3,0,6,0,0,0,6,3,0,23,0,3,0,0,0,0,0,3,0,14,0,12,0,9,0,0,0,0,0,26,4,8,0,10,0,0,4,0,0,24,5,0,0,0,13,4,0,0,0,28,3,5,0,12,4,0,0,5,0,29,0,0,0,0,0,0,0,0,0,8
UCL221002,0,13,0,5,3,0,0,0,0,24,0,18,0,8,0,0,0,0,0,21,15,0,4,0,8,3,0,0,0,34,0,8,0,11,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,37,13,24,16,9,0,9,0,133,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,3,23,5,0,0,9,7,0,49,4,0,14,0,0,0,0,7,0,26,3,4,5,0,0,3,4,4,0,21,0,15,0,5,3,0,0,0,0,26,0,15,0,8,0,0,0,0,0,25,15,0,7,0,8,3,0,0,0,40,0,8,0,13,3,0,0,0,0,32,0,7,0,0,5,0,0,3,0,7
UCL221003,0,8,0,7,4,0,0,0,0,18,0,0,0,4,0,0,0,0,0,10,3,0,0,0,3,6,0,0,0,15,5,3,0,11,0,0,0,0,0,25,0,6,0,0,0,0,0,0,0,6,0,0,0,5,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,19,4,29,10,3,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,5,7,7,3,0,44,3,0,4,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,7,0,8,0,7,4,0,0,0,0,17,0,3,0,4,0,0,0,0,0,11,4,3,0,0,3,4,0,5,0,22,5,3,0,12,0,6,0,0,0,23,0,6,0,0,0,0,0,0,0,8
UCL221004,0,27,0,3,5,0,0,0,0,43,0,19,0,4,9,0,0,0,0,28,10,10,0,0,23,0,0,0,0,49,4,8,0,5,6,0,0,0,0,27,3,3,0,0,3,0,0,0,0,19,0,0,4,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,71,7,17,49,7,0,8,4,184,0,7,0,0,0,0,0,0,0,11,4,4,0,0,0,0,0,0,0,6,20,14,32,0,5,0,6,4,3,86,8,3,23,0,0,0,0,3,3,45,8,0,3,0,0,0,0,3,0,12,0,39,3,10,5,0,0,0,3,61,6,22,0,6,9,0,0,0,0,39,27,25,3,4,25,0,7,0,0,91,0,11,0,3,6,5,0,0,0,30,0,11,5,0,3,0,0,0,0,21
UCL221005,4,16,0,7,0,0,0,0,0,28,0,12,0,0,0,0,0,0,0,8,6,4,0,3,10,0,0,0,0,21,0,3,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38,5,20,13,7,0,0,0,96,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,11,4,13,6,0,0,4,6,0,37,7,0,4,0,0,0,0,0,0,13,14,10,0,0,0,0,0,0,0,23,4,22,0,7,3,0,0,0,0,34,0,12,6,0,0,0,0,0,0,24,5,4,3,3,10,0,0,0,0,26,0,3,0,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
UCL221006,0,16,0,4,3,6,0,0,0,24,0,8,0,3,0,0,0,0,0,15,4,0,0,0,8,6,0,0,0,19,3,7,0,9,3,0,0,0,0,20,0,8,0,0,0,0,0,0,0,5,0,0,5,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,39,7,19,20,12,0,5,0,117,6,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,15,0,0,0,4,0,0,26,5,0,9,0,0,0,0,0,0,20,0,5,0,0,0,0,0,0,0,10,0,18,0,6,5,6,0,0,0,33,5,8,0,3,3,0,0,0,0,21,4,3,3,0,8,6,3,0,0,29,7,9,0,6,3,0,0,0,0,32,0,12,0,0,0,0,0,0,0,10
UCL221007,0,10,0,4,5,0,0,0,0,18,0,12,0,0,3,0,0,0,0,15,0,0,0,0,8,3,0,0,0,14,3,6,0,4,4,0,0,0,0,17,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,28,5,11,15,11,0,3,0,83,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,24,0,0,4,0,0,5,4,0,0,16,0,0,0,0,0,0,0,0,0,3,0,9,0,5,5,0,0,0,0,22,0,15,0,0,3,0,0,0,0,22,3,0,3,0,8,3,0,0,0,21,5,4,0,11,4,0,0,0,0,23,0,5,4,0,0,0,0,0,0,3
UCL221008,0,21,0,4,0,0,0,0,0,30,4,4,0,6,0,0,0,0,0,14,7,0,0,4,6,0,0,0,0,15,0,4,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,30,3,25,6,4,0,5,4,87,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,3,4,0,22,4,0,6,0,0,0,0,0,0,5,5,0,4,0,0,0,4,3,0,19,8,19,0,4,0,0,0,0,0,33,3,10,0,6,0,0,0,0,0,20,13,3,4,4,7,0,0,0,0,32,0,3,0,3,0,0,0,6,0,18,0,0,0,0,0,0,0,0,0,0
UCL221009,0,5,0,0,0,0,0,0,0,11,0,17,0,10,4,0,0,0,0,26,0,0,0,4,6,5,0,0,0,8,0,6,0,14,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,14,0,0,4,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,7,26,19,4,0,3,4,102,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,0,0,0,0,0,0,33,0,0,10,0,0,0,0,0,0,15,5,0,4,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,14,0,18,0,4,4,0,0,0,0,33,0,0,0,4,6,5,5,0,0,8,0,7,0,20,0,0,0,0,0,34,0,3,0,0,0,0,0,0,0,14
UCL221010,0,7,0,5,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,12,5,4,0,5,7,4,0,0,0,16,3,0,0,7,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,6,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,14,19,3,31,18,9,3,3,3,101,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,3,12,3,0,0,6,4,0,25,0,0,3,0,0,0,0,0,0,14,3,3,0,0,0,0,0,3,0,19,0,12,0,5,7,0,0,0,0,25,4,5,0,0,0,0,0,0,0,15,7,5,0,5,7,4,0,0,0,21,6,4,5,10,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3
UCL221011,0,16,4,6,4,0,0,0,0,29,0,20,0,0,0,0,0,0,0,23,6,6,0,0,18,5,0,0,0,34,0,9,0,6,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,47,5,19,24,6,0,6,0,128,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,29,0,0,0,4,6,0,37,9,0,9,0,0,0,0,5,0,24,3,4,4,0,0,0,0,0,0,16,0,18,4,10,7,0,0,0,0,39,5,25,0,0,0,0,0,0,0,30,7,8,5,0,13,4,0,0,3,51,0,9,0,6,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,4
