UCL_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
UCL221048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,4,0,0,9,0,3,0,0,0,0,11,6,3,0,0,0,0,9,4,5,4,0,0,0,6,0,0,0,0,0,0,9,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,24,6,6,4,6,62
UCL221049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,10,0,0,0,0,12,5,4,0,0,0,0,8,0,3,4,0,0,0,9,4,4,0,0,0,0,6,0,18,0,0,0,0,15,0,4,0,0,0,0,5,3,5,0,0,0,0,6,5,10,6,0,0,0,15,6,7,0,0,0,0,18,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,6,26,71,14,7,0,0,114
UCL221050,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,3,0,0,4,4,3,0,3,0,0,13,3,7,5,0,0,0,14,0,4,0,0,0,0,6,4,0,0,0,0,0,3,0,4,0,3,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,25,12,10,7,0,80
UCL221051,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3,0,0,5,0,0,10,5,6,0,0,0,0,13,5,9,3,6,0,0,16,4,3,4,3,0,0,15,8,3,0,0,0,0,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,9,13,0,0,78
UCL221052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,5,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,6,3,5,8,3,0,0,15,5,0,0,0,0,0,4,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,19,30,12,4,4,0,62
UCL221053,6,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,4,0,0,0,0,11,4,0,7,0,0,0,7,0,8,0,0,0,0,12,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,6,33,22,10,0,0,0,68
UCL221054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,5,7,0,3,0,0,0,8,0,4,0,0,0,0,3,0,5,5,3,0,0,13,4,6,0,4,0,0,15,0,6,0,0,0,0,8,6,5,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,42,14,11,8,0,93
UCL221055,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,5,0,0,0,0,3,3,14,0,0,0,0,15,0,0,0,0,0,0,10,0,6,4,0,0,0,10,4,8,3,0,0,0,9,3,6,3,0,0,0,12,0,8,0,0,0,0,8,0,0,0,0,0,0,5,0,7,0,0,0,0,14,0,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,6,0,0,0,0,5,21,86,16,3,0,0,129
UCL221056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,9,6,0,0,0,0,18,0,7,0,0,0,0,13,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,17,14,5,7,0,0,49
UCL221057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,5,0,0,0,0,8,9,3,4,3,0,0,13,4,4,0,5,0,0,15,0,9,4,0,0,0,14,9,5,0,5,0,0,13,0,5,6,0,0,0,8,4,10,3,0,0,0,20,0,5,0,0,0,0,8,0,0,0,0,0,0,4,3,10,0,0,0,0,14,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,3,0,0,12,40,67,23,14,3,4,149
UCL221058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,0,9,0,5,0,0,0,0,9,0,4,0,0,0,0,4,8,9,0,0,0,0,12,0,3,0,0,0,0,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,0,8,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,0,0,0,9,18,41,12,4,0,0,81
UCL221059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,5,0,0,0,0,0,0,0,4,5,3,0,0,0,13,6,5,3,0,0,0,12,5,4,0,0,0,0,12,3,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,28,36,10,7,0,0,79
UCL221060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,21,3,9,0,0,0,37
UCL221061,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,6,5,0,0,0,0,0,8,3,0,0,0,0,0,6,8,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,4,5,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,7,5,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,13,4,5,0,69
UCL221062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,0,10,4,6,4,0,0,0,9,4,5,0,3,4,0,14,3,7,0,0,0,0,17,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,27,28,11,9,13,0,82
UCL221063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,4,0,4,0,0,10,7,3,0,0,0,0,7,0,7,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16,22,4,6,0,0,48
UCL221064,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,6,0,0,0,8,0,3,3,0,3,0,10,5,3,0,0,0,0,13,0,8,3,3,4,0,17,4,9,0,0,0,0,15,7,16,0,0,0,0,19,0,3,0,0,0,0,7,0,4,0,0,0,0,8,4,7,0,0,0,0,9,0,3,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,34,71,14,7,9,0,137
UCL221065,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,11,10,3,0,0,0,27
UCL221066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,0,0,0,11,0,3,0,0,0,0,3,4,7,0,0,0,0,15,6,8,0,3,0,0,23,3,12,4,0,0,0,26,4,10,0,0,0,0,11,0,3,0,0,0,0,7,3,4,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,61,22,4,0,3,123
UCL221067,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,9,5,9,0,0,0,0,11,10,6,0,0,0,0,15,0,7,3,0,0,0,7,0,8,0,0,0,0,11,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,10,4,4,3,72
UCL221068,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,5,0,8,0,0,18,3,4,0,3,0,0,10,0,3,4,0,0,0,10,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,19,9,9,6,0,61
UCL221069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,10,6,0,0,0,0,0,10,3,0,0,0,0,0,6,3,4,0,0,0,0,12,3,4,0,5,0,0,14,0,9,0,0,0,0,13,0,8,0,0,0,0,3,3,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,8,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,30,46,5,3,7,0,95
UCL221070,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,5,0,0,0,0,11,3,8,0,0,0,0,14,4,3,0,0,0,0,9,9,5,0,0,0,0,12,7,5,0,0,0,0,12,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,37,6,6,4,0,88
UCL221071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,4,8,0,4,0,0,0,8,5,3,0,0,0,0,7,3,4,0,0,0,0,8,0,3,0,0,0,0,10,0,4,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,7,0,7,0,68
UCL221072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,4,0,0,0,9,4,5,0,0,0,0,7,5,3,0,0,0,0,15,3,0,3,4,0,0,10,4,3,0,0,0,0,10,3,9,0,0,0,0,9,0,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,37,11,6,3,0,80
UCL221073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,4,0,0,0,6,3,3,0,0,0,0,7,3,0,0,0,0,0,8,5,9,0,0,0,0,11,4,3,0,0,0,0,7,0,3,0,0,0,0,8,7,5,3,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20,44,16,3,4,0,87
UCL221074,5,0,0,0,0,0,5,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,6,4,0,0,0,0,0,5,4,0,5,0,0,0,7,5,4,0,0,0,0,13,0,3,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,11,3,6,0,0,0,0,5,0,0,0,4,0,0,6,7,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,47,24,6,4,4,0,85
UCL221075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,4,0,0,0,0,4,5,3,0,0,0,0,7,4,4,0,0,0,0,8,0,9,0,0,0,0,7,0,3,0,0,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,25,26,6,8,5,0,72
UCL221076,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,5,0,5,0,5,0,0,0,0,8,4,0,0,0,0,0,8,3,6,0,0,0,0,10,0,3,0,0,0,0,14,0,0,0,0,0,0,10,0,7,0,0,0,0,7,0,0,0,0,0,0,5,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,26,27,8,0,8,0,74
UCL221077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,6,0,0,0,0,0,0,6,4,7,0,0,0,0,7,7,5,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,4,3,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,28,17,3,4,6,0,49
UCL221078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,8,4,0,0,0,18,0,0,0,0,0,0,6,9,12,0,0,0,0,17,6,6,0,0,0,0,8,3,5,3,0,0,0,11,0,5,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,0,0,0,0,0,3,32,38,15,0,7,0,97
UCL221079,3,0,0,0,0,0,3,4,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,4,0,0,0,8,4,3,0,0,0,0,8,6,0,0,0,0,0,6,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,21,14,3,5,0,0,47
UCL221080,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,6,3,0,0,0,0,0,5,6,8,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,24,21,6,0,4,0,57
UCL221081,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,6,0,5,0,0,0,0,9,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,15,17,0,4,11,0,42
UCL221082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,10,4,0,0,0,0,0,4,0,3,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,3,7,4,0,0,0,0,19,4,0,0,0,0,0,7,7,0,0,0,0,0,8,6,5,5,0,0,0,13,4,7,10,0,0,0,22,0,0,0,0,0,0,0,4,3,0,0,0,0,9,0,3,0,0,0,0,9,37,44,14,3,0,0,105
UCL221083,6,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,7,3,0,0,0,0,10,4,4,0,0,0,0,11,7,5,0,0,0,0,16,5,7,0,0,0,0,14,0,5,0,0,0,0,4,6,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,4,5,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,35,48,15,10,5,0,109
UCL221084,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,4,0,0,0,16,4,10,0,0,0,0,16,7,10,0,0,0,0,18,3,10,0,3,0,0,15,5,13,0,0,0,0,13,0,0,0,0,0,0,3,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,60,9,0,0,0,111
UCL222001,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,14,15,9,0,0,0,31
UCL222002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,5,0,3,0,0,0,0,4,4,3,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,5,7,0,0,0,0,0,12,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,26,9,0,0,0,55
UCL222003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,5,0,0,0,0,5,0,8,0,0,0,0,6,0,0,0,0,0,0,8,0,10,0,0,0,0,10,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,6,4,0,0,53
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,4,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,0,0,24
