UCL_CODE_2021,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
UCL215091,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,6,6,0,0,7,0,0,0,0,0,0,3,0,0,16,9,10,0,33,0,0,0,3,0,0,3,0,0,0,6,4,0,15,8,4,18,3,5,0,39,7,3,27,13,12,0,60,0,0,0,0,0,0,0,0,0,0,8,6,0,15,0,0,4,4,0,0,11,29,13,107,60,63,5,277,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,14,3,17,0,41,0,0,0,4,3,0,12,3,0,24,8,96,0,132,0,0,7,4,7,0,24,0,0,21,4,15,0,37,0,0,3,4,3,0,8,0,0,3,3,3,0,13,5,0,5,0,0,0,11,0,4,19,3,0,4,31,0,0,0,0,3,0,8,4,7,35,14,11,4,73,0,0,0,4,3,0,8,3,0,10,9,9,0,33,8
UCL215092,8,0,19,3,0,4,3,3,0,17,0,6,5,0,0,0,12,3,3,13,7,6,3,29,0,0,4,0,3,0,15,26,6,33,11,4,0,79,0,0,8,3,0,0,16,18,14,25,15,10,0,79,57,22,66,12,21,0,169,41,27,80,34,39,6,230,3,6,0,0,0,0,15,0,0,9,8,7,0,31,0,0,7,0,4,0,16,163,86,291,129,120,16,817,0,0,7,0,0,0,18,5,0,3,0,0,0,9,7,6,18,6,28,0,67,3,4,5,0,9,0,20,5,0,24,15,87,0,130,3,0,7,7,0,0,22,0,4,19,9,26,0,63,0,0,9,9,17,4,42,7,5,18,23,12,0,63,0,6,18,0,6,0,30,11,11,32,13,3,4,73,0,0,5,5,7,0,22,66,15,91,19,12,5,203,0,0,17,6,9,0,39,35,15,52,29,27,0,157,77
UCL215093,14,0,29,0,0,0,3,6,0,9,0,0,0,0,0,0,0,0,0,4,0,9,3,9,0,0,0,5,0,0,4,0,0,8,4,14,0,32,0,0,3,0,10,0,16,0,0,7,13,13,0,38,7,18,37,24,19,0,114,8,18,46,50,73,4,192,5,0,4,0,8,0,18,0,0,9,8,33,3,55,0,0,0,4,6,0,8,22,38,140,175,285,23,690,0,0,0,6,16,0,28,0,0,0,0,8,0,8,0,0,10,13,91,7,117,0,0,6,0,13,0,15,0,5,0,23,251,5,288,0,0,4,8,17,0,36,0,0,9,21,84,0,111,0,0,5,12,16,0,42,0,0,6,3,21,0,32,0,0,0,3,4,0,10,0,5,8,6,9,3,20,0,0,0,5,0,0,9,0,0,14,6,36,0,58,0,0,3,5,23,0,42,0,9,9,25,30,0,74,12
UCL215094,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,5,11,0,20,0,0,14,5,7,0,27,4,0,10,12,11,0,41,0,0,0,0,0,0,0,0,0,0,5,7,0,8,0,0,0,3,0,0,7,9,8,37,36,58,0,146,0,0,0,0,3,0,3,0,0,0,6,14,0,21,0,0,0,0,10,0,10,0,0,0,0,6,0,8,0,0,0,5,20,0,29,0,0,0,0,4,0,6,0,0,0,6,17,0,24,0,0,6,0,0,0,12,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,9,0,4,3,0,7,0,10,0,0,0,0,0,0,3,5,0,11,9,20,0,45,0
UCL215095,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,3,0,6,4,0,17,0,3,4,5,10,0,14,3,5,12,17,33,0,77,0,0,0,0,0,0,5,0,0,0,0,4,0,5,0,0,0,4,0,0,12,5,10,23,43,85,0,165,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,15,0,19,0,0,3,4,17,0,22,0,0,0,0,38,0,38,0,0,0,0,0,0,0,0,0,3,4,9,0,12,0,0,0,0,7,0,10,0,0,0,0,3,0,5,0,0,0,0,5,0,6,0,0,0,0,4,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,4,0,0,0,0,6,0,14,0,4,3,9,10,0,34,0
UCL215096,4,0,7,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,3,4,0,0,0,10,0,0,0,3,5,0,6,3,3,6,4,3,0,30,0,0,0,3,3,0,4,0,0,9,12,3,0,25,9,16,29,17,5,0,79,10,6,30,28,29,3,104,0,0,0,0,4,0,6,0,0,3,8,10,0,23,0,0,0,4,4,11,16,21,34,100,117,115,16,407,0,0,5,4,7,0,18,0,0,0,0,0,0,0,4,4,10,5,39,0,59,0,0,0,0,4,0,0,0,0,4,14,137,4,157,0,0,4,0,8,0,18,0,0,10,15,37,3,71,0,0,0,10,9,0,16,0,0,0,8,19,4,28,0,0,7,4,4,0,12,0,3,7,5,6,0,11,0,0,0,3,3,0,7,6,3,14,7,15,6,48,0,0,5,4,9,4,20,0,6,16,21,13,0,55,12
UCL215097,6,0,13,0,0,0,4,6,0,10,0,0,0,0,0,0,0,0,0,5,3,7,0,14,0,0,0,0,8,4,11,0,0,0,15,4,0,19,0,0,0,3,10,0,14,0,0,0,3,5,0,17,3,20,31,16,19,0,84,0,8,25,20,44,4,118,0,0,3,7,4,0,14,0,0,0,6,14,0,20,0,0,0,0,10,3,16,16,35,85,100,191,19,451,0,0,5,7,23,0,27,0,0,0,0,0,0,3,0,0,4,12,38,4,64,0,0,0,0,14,0,14,5,3,3,12,159,0,179,0,0,4,3,18,0,23,3,0,5,14,39,4,64,0,0,4,3,13,0,23,0,0,4,5,19,0,26,0,0,0,0,7,0,8,4,0,6,5,7,0,18,0,0,0,0,9,4,16,3,0,8,21,12,0,33,0,0,3,3,16,0,25,0,0,12,12,8,0,30,6
UCL215098,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,11,0,0,0,0,0,0,5,0,0,9,10,4,0,23,4,0,15,4,9,0,30,0,7,18,20,24,3,65,0,0,4,4,3,0,11,0,0,0,0,7,0,7,3,0,0,0,0,0,6,18,10,57,52,67,8,204,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,7,23,0,22,0,0,0,5,11,0,17,0,0,0,3,46,0,51,0,0,0,0,7,0,3,0,0,0,7,19,3,24,0,0,6,0,4,0,9,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,12,3,3,0,23,0,0,0,4,0,0,6,8,0,12,10,14,0,37,4
UCL215099,6,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,4,3,3,0,0,3,0,5,0,6,0,4,17,5,0,0,32,6,4,13,22,24,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,8,17,45,38,73,12,190,0,0,4,6,23,0,34,0,0,0,0,0,0,0,0,0,0,4,18,3,27,0,0,0,0,3,0,7,0,0,0,0,23,0,25,0,0,0,0,3,0,6,0,0,0,5,16,3,26,0,0,3,0,11,0,24,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,5,0,5,5,0,3,0,3,0,9,0,0,0,0,3,3,10,0,0,0,0,14,0,17,0
UCL215100,9,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,4,3,0,14,7,10,9,3,0,0,33,0,8,14,13,16,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,11,43,36,48,12,161,0,0,0,5,3,0,8,0,0,0,0,0,0,0,0,0,3,0,12,0,18,0,0,0,0,0,0,0,0,0,0,4,32,3,39,0,0,0,3,7,0,7,0,0,10,0,5,0,20,6,0,0,0,12,0,21,0,0,0,5,7,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,3,4,0,0,8,0,0,0,0,8,0,9,0,0,0,0,0,0,8,0,4,3,15,7,0,30,5
UCL221001,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,3,3,0,7,3,4,0,20,0,0,17,11,12,4,45,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,3,0,3,9,0,33,23,53,8,119,0,0,0,0,14,0,9,0,0,0,0,3,0,3,0,0,0,5,25,4,35,0,0,0,0,9,0,6,0,0,3,0,21,0,24,0,0,0,0,3,0,4,0,0,0,6,9,4,13,0,0,0,0,11,0,10,0,0,0,4,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,4,5,0,7,4
UCL221002,7,0,11,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,9,0,0,0,0,4,0,4,0,0,3,3,3,0,10,7,0,13,3,5,0,30,5,0,13,9,13,0,33,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,9,6,34,25,49,4,133,0,0,0,8,12,0,16,0,0,0,0,3,0,3,0,3,0,0,8,0,11,0,0,0,0,7,0,4,0,0,5,9,39,0,50,0,0,0,0,0,0,0,0,0,3,3,6,0,11,0,0,0,6,11,0,19,0,0,0,6,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,0,5,0,5,3,0,5,7,11,0,29,6
UCL221003,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,3,0,0,12,3,4,0,11,10,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,20,36,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,17,0,0,0,3,0,0,3,0,0,0,0,13,0,9,0,0,0,0,8,0,13,0,0,0,0,17,0,17,0,0,0,0,8,0,8,0,0,0,0,14,4,15,0,0,0,3,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,5,0,0,0,0,0,0,3,0,0,0,0,6,0,9,0
UCL221004,3,0,9,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,8,4,0,0,11,0,0,0,0,0,0,3,0,5,6,3,3,0,13,0,0,0,0,3,0,0,4,0,4,3,4,0,11,9,3,17,0,3,0,32,4,12,22,11,11,0,47,0,0,0,4,0,0,4,0,0,0,0,8,0,8,0,0,0,0,0,0,5,16,21,70,35,40,3,184,0,0,4,0,8,0,12,0,0,0,0,4,0,4,0,0,9,4,10,0,22,0,0,0,0,3,0,3,0,0,6,10,55,5,74,0,0,0,4,4,0,11,0,0,13,3,15,0,26,0,0,0,0,3,0,8,0,0,4,3,13,4,15,0,0,0,0,0,0,3,0,0,12,3,0,0,17,0,0,3,0,0,0,4,4,3,18,5,5,5,38,0,0,0,0,6,0,12,8,0,6,7,5,0,26,6
UCL221005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,5,3,0,0,3,18,0,3,15,8,3,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,38,21,22,3,96,0,0,11,8,24,0,39,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,4,19,0,0,0,0,0,0,3,0,0,0,0,5,3,9,0,0,0,0,0,0,4,0,0,0,3,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,15,0,3,0,21,0,0,0,0,0,0,0,3,0,5,7,5,0,18,5
UCL221006,4,0,8,0,0,6,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,7,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,5,8,8,4,0,22,3,4,21,3,11,7,40,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,13,45,17,34,4,117,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,7,0,9,0,0,0,0,0,0,0,0,0,0,4,25,0,26,0,0,0,0,0,0,4,0,0,5,0,12,0,10,0,0,10,3,12,0,19,0,0,6,0,7,0,11,0,0,0,0,0,0,3,0,0,0,0,4,0,8,0,0,0,0,0,0,7,4,0,9,0,3,0,17,0,0,0,0,7,0,3,0,0,5,3,0,0,10,0
UCL221007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,10,4,4,11,0,5,0,21,0,5,9,10,8,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,9,4,21,16,23,7,83,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,9,5,8,0,0,0,0,10,0,7,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,3,0,0,0,0,5,0,9,0,0,0,4,9,0,12,4
UCL221008,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,0,3,0,16,0,0,18,5,7,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,8,7,28,17,24,8,87,0,0,5,3,18,4,34,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,3,0,0,0,0,12,0,12,0,0,0,0,3,0,3,0,0,3,0,8,0,8,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4
UCL221009,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,5,0,0,3,7,0,0,7,0,3,19,0,3,0,23,0,0,5,6,10,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,4,9,33,21,33,10,102,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,24,5,28,0,0,0,6,3,0,5,0,0,0,0,5,5,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,3,0,0,3,6,3,0,22,0
UCL221010,0,0,6,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,3,0,4,4,3,0,0,14,0,5,0,0,4,0,12,6,0,12,10,12,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,9,25,20,38,6,101,0,0,0,5,13,0,14,0,0,0,0,0,0,0,0,0,0,0,5,4,12,0,0,0,0,0,0,3,0,0,0,0,16,0,20,0,0,0,0,3,0,3,0,0,3,0,3,3,8,0,0,0,0,5,3,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,12,0,0,0,6,4,0,7,0,4,7,6,7,0,18,0
UCL221011,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,8,0,0,0,0,0,0,7,0,0,0,0,4,0,9,5,0,14,0,0,0,24,6,4,12,3,11,0,44,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,50,18,41,3,128,0,0,0,0,5,0,7,0,0,0,0,0,0,3,0,0,5,5,15,0,26,0,0,0,0,7,0,3,0,0,6,4,25,0,37,0,0,0,0,3,0,3,0,0,4,0,12,0,13,0,0,0,4,4,0,6,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,5,0,6,0,3,0,13,0,0,0,0,0,0,7,0,0,4,4,4,0,18,9
UCL221012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,5,0,0,0,0,13,3,5,9,6,4,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,8,15,17,19,4,70,0,0,0,3,4,0,6,0,0,0,0,5,0,5,0,0,0,0,8,0,11,0,0,0,4,0,0,4,0,0,0,0,12,0,12,0,0,0,0,0,0,3,0,0,4,0,3,0,12,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,5,0,5,0,0,3,0,4,0,6,0,0,0,0,4,0,4,0,3,4,6,0,0,22,3
UCL221013,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,8,0,0,8,3,0,0,14,0,3,6,10,13,4,27,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,3,8,6,24,18,35,6,95,0,0,4,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,11,0,21,0,0,0,0,5,0,5,0,0,0,4,36,0,39,0,0,0,0,0,0,0,0,0,6,3,6,0,14,0,0,0,0,0,0,3,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,3,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,4,0,4,3,0,5,0,7,0,16,0
UCL221014,5,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,5,3,0,0,11,0,0,0,0,0,0,0,4,0,9,3,0,0,15,4,4,14,4,4,0,31,4,4,17,15,6,4,57,0,0,0,0,0,0,6,0,0,0,3,0,0,8,0,0,0,4,0,0,6,15,11,52,34,39,5,158,0,0,3,0,5,0,5,0,0,0,0,0,0,3,0,0,8,6,5,0,13,0,0,0,0,9,0,8,0,0,0,7,42,0,53,0,0,0,0,3,0,5,0,0,0,3,11,0,16,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,5,3,0,0,5,0,0,0,0,0,0,3,4,4,7,6,3,0,21,0,0,0,0,3,0,6,5,0,6,5,9,0,23,5
UCL221015,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,10,0,0,3,5,7,0,20,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,25,8,18,5,76,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,10,0,13,0,0,0,0,0,0,0,0,0,0,6,26,3,36,0,0,0,0,0,0,0,0,0,4,0,4,0,9,0,0,4,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,7,0,0,3,0,0,0,3,4,0,17,5,0,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3
UCL221016,3,0,3,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,12,0,0,0,0,0,0,3,0,0,6,7,5,0,11,0,0,10,5,4,0,25,4,7,24,15,18,6,74,0,0,0,0,0,0,4,0,0,0,3,4,0,8,0,0,0,0,0,0,0,13,12,51,40,64,3,174,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,4,16,0,24,0,0,0,0,0,0,4,0,0,0,10,37,0,49,0,0,0,0,8,0,9,0,0,0,7,11,0,19,0,0,0,0,8,0,8,0,0,0,8,4,0,8,0,0,0,0,3,0,9,0,0,3,0,3,0,10,0,0,0,0,0,0,0,8,0,3,3,3,0,17,0,0,0,0,0,0,9,0,4,6,13,21,0,34,4
UCL221017,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,6,9,7,8,0,20,0,3,8,17,14,5,44,0,0,0,0,0,0,5,0,0,0,0,3,0,5,0,0,4,0,3,0,6,4,6,25,35,41,5,117,0,0,0,5,8,0,11,0,0,0,0,5,0,5,0,0,0,4,20,0,25,0,0,0,0,8,0,8,0,0,0,0,17,0,23,0,0,0,0,0,0,5,0,0,0,4,6,0,13,0,0,0,0,3,0,3,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,6,4,11,0,16,0
