SAL_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SAL22065,5,0,6,32,39,20,17,74,12,192
SAL22066,0,0,5,46,39,29,25,38,10,188
SAL22067,0,0,0,0,0,0,0,8,0,14
SAL22068,0,0,0,7,4,8,11,8,9,48
SAL22069,0,0,0,0,0,0,0,0,3,7
SAL22070,0,0,0,3,7,5,5,3,0,27
SAL22071,0,0,0,0,4,5,3,3,3,14
SAL22072,0,0,7,30,33,29,11,33,8,149
SAL22073,0,0,0,3,15,7,0,4,10,36
SAL22074,0,0,0,51,53,28,19,37,15,201
SAL22075,0,0,0,3,3,12,8,3,0,25
SAL22076,0,0,0,5,0,0,0,0,0,4
SAL22077,8,0,9,57,80,39,18,82,22,300
SAL22078,0,0,0,19,43,33,16,21,13,147
SAL22079,0,0,0,3,3,0,0,0,0,14
SAL22080,0,0,0,15,7,15,3,18,0,56
SAL22081,0,0,3,22,28,17,12,18,15,118
SAL22082,0,0,0,0,3,5,0,0,5,14
SAL22083,0,0,0,7,5,0,3,4,0,12
SAL22084,84,0,107,463,598,278,191,551,66,2147
SAL22085,0,0,0,14,13,3,12,22,5,66
SAL22086,143,10,211,8850,12750,5898,4584,13850,2547,48481
SAL22087,0,0,0,38,54,26,13,14,9,158
SAL22088,116,14,231,552,1084,583,326,530,244,3323
SAL22089,0,0,0,0,0,0,0,0,0,0
SAL22090,0,0,0,0,0,0,0,0,0,5
SAL22091,0,0,0,8,18,7,8,17,10,69
SAL22092,0,0,0,12,0,0,5,6,0,25
SAL22093,0,0,0,8,19,3,7,4,6,41
SAL22094,0,0,3,50,89,43,50,56,21,304
SAL22095,0,0,0,10,9,6,5,3,5,30
SAL22096,0,0,0,3,8,5,0,11,0,27
SAL22097,3,0,4,9,19,13,6,14,8,66
SAL22098,0,0,6,113,183,79,82,94,43,593
SAL22099,4,0,4,12,21,10,15,13,3,77
SAL22100,0,0,0,38,42,18,22,22,13,163
SAL22101,3,0,3,27,39,23,16,15,5,129
SAL22102,3,0,18,171,279,140,81,136,50,846
SAL22103,0,0,5,46,88,58,35,80,56,362
SAL22104,8,0,10,81,97,50,53,62,21,358
SAL22105,75,26,163,548,890,554,333,529,246,3095
SAL22106,4,0,3,22,44,35,9,24,3,146
SAL22107,96,24,240,3643,4924,1580,887,3083,1091,15199
SAL22108,0,0,8,27,43,27,35,43,34,204
SAL22109,52,87,202,615,1084,602,445,857,411,4014
SAL22110,196,35,329,1457,2175,1117,802,2307,585,8446
SAL22111,9,0,18,116,151,85,81,125,30,594
SAL22112,7,0,6,85,158,83,73,102,28,537
SAL22113,9,6,38,112,238,126,92,125,65,759
SAL22114,0,0,3,31,26,16,12,7,9,106
SAL22115,4,0,4,40,51,22,6,48,21,182
SAL22116,0,0,0,0,0,0,0,0,0,4
SAL22117,0,0,0,7,5,9,7,10,4,34
SAL22118,107,55,252,3204,3732,939,453,2167,645,11139
SAL22119,0,0,0,10,9,0,9,8,5,30
SAL22120,0,0,0,6,4,6,3,4,0,21
SAL22121,339,83,740,6333,8882,3217,1911,7019,1372,28727
SAL22122,13,6,48,474,609,225,114,236,85,1745
SAL22123,0,4,4,34,48,22,18,39,25,192
SAL22124,0,0,0,163,220,64,53,266,62,838
SAL22125,0,0,0,12,3,0,3,9,4,42
SAL22126,0,0,0,3,4,0,5,0,0,13
SAL22127,0,0,4,42,73,31,28,56,13,241
SAL22128,0,0,0,10,12,7,0,0,8,37
SAL22129,10,4,15,97,174,82,85,124,54,618
SAL22130,8,3,22,85,104,58,49,140,62,487
SAL22131,6,0,9,32,41,32,26,45,36,216
SAL22132,0,0,0,0,0,0,0,0,0,0
SAL22133,0,0,0,78,80,48,34,49,11,293
SAL22134,13,0,35,421,644,272,169,369,64,1935
SAL22135,23,0,64,273,435,268,129,192,83,1376
SAL22136,0,0,10,26,49,35,27,39,16,195
SAL22137,9,18,37,100,150,69,82,123,52,571
SAL22138,0,0,0,7,18,12,8,9,3,61
SAL22139,0,0,0,0,9,4,0,5,0,17
SAL22140,0,0,0,10,4,0,5,3,4,25
SAL22141,0,0,0,6,0,0,5,4,2282,2295
SAL22142,5,0,3,74,119,76,39,64,10,379
SAL22143,0,0,0,11,18,12,7,8,5,66
SAL22144,3,0,7,37,61,28,36,64,24,249
SAL22145,10,3,27,80,161,100,83,117,27,567
SAL22146,3,0,5,56,72,39,36,63,17,274
SAL22147,89,19,142,725,1015,553,457,1145,432,4331
SAL22148,3,0,14,189,272,132,93,110,49,837
SAL22149,3,10,24,104,195,84,72,79,69,610
SAL22150,0,0,0,19,21,12,9,14,27,99
SAL22151,36,11,72,459,695,286,203,701,209,2547
SAL22152,0,0,0,13,16,9,18,27,9,91
SAL22153,0,0,0,4,5,12,7,17,4,57
SAL22154,7,0,4,46,80,46,33,46,22,273
SAL22155,0,0,0,20,51,12,22,19,9,129
SAL22156,0,0,0,4,8,5,5,0,7,24
SAL22157,0,0,0,0,0,0,0,0,0,5
SAL22158,0,0,0,3,10,6,0,6,0,20
SAL22159,0,0,0,4,24,5,3,15,23,78
SAL22160,15,0,40,492,721,358,231,355,43,2205
SAL22161,809,311,1753,8088,11367,4340,3275,13065,3006,43146
SAL22162,0,0,0,0,0,0,0,0,0,0
SAL22163,0,0,0,6,14,0,6,16,5,45
SAL22164,5,0,16,112,236,120,77,133,70,756
SAL22165,0,0,0,15,13,5,6,10,0,47
SAL22166,0,0,0,0,0,0,0,0,0,12
SAL22167,0,0,0,0,0,0,0,0,0,3
SAL22168,0,0,0,4,0,0,0,0,0,3
SAL22169,0,0,0,6,10,0,4,0,0,25
SAL22170,187,40,397,7253,8622,2155,1049,5324,1428,25833
SAL22171,0,0,0,5,0,0,4,0,3,9
SAL22172,14,0,33,746,1051,589,392,603,160,3540
SAL22173,0,0,0,13,3,0,5,0,5,31
SAL22174,265,117,612,3399,4455,1767,1169,4260,837,15895
SAL22175,89,26,250,1864,2719,1145,692,1949,326,8699
SAL22176,139,14,216,1870,2527,1270,655,1623,193,8144
SAL22177,0,0,4,46,62,27,30,33,22,218
SAL22178,10,0,26,184,272,125,63,168,28,843
SAL22179,9,0,15,314,433,119,62,273,65,1266
SAL22180,0,0,4,43,78,33,26,30,15,224
SAL22181,0,0,0,21,33,16,11,14,17,117
SAL22182,0,0,0,6,8,5,10,10,8,48
SAL22183,35,23,74,474,470,203,177,1070,464,2861
SAL22184,95,21,167,431,652,327,309,773,214,2702
SAL22185,0,0,0,7,30,7,7,11,3,57
SAL22186,0,0,0,314,401,179,173,747,192,2005
SAL22187,0,0,0,3,0,0,0,0,9,17
SAL22188,0,0,0,4,15,4,0,10,0,44
SAL22189,0,0,0,0,0,0,0,0,0,4
SAL22190,0,0,5,23,61,35,10,38,5,177
SAL22191,4,0,3,39,46,25,15,31,16,171
SAL22192,0,0,0,3,13,3,3,9,0,32
SAL22193,22,8,57,956,1344,661,518,890,233,4604
SAL22194,253,28,435,1534,2304,1000,559,1381,187,6966
SAL22195,0,0,0,3,9,0,0,7,0,24
SAL22196,0,0,0,0,3,0,0,0,0,0
SAL22197,0,0,0,17,30,18,15,18,4,97
SAL22198,299,103,610,2247,3235,1620,1136,2924,1050,12221
SAL22199,9,3,21,250,356,196,159,328,156,1448
SAL22200,0,0,0,0,0,4,0,0,0,7
SAL22201,0,0,3,27,50,14,9,11,6,117
SAL22202,0,0,0,4,15,4,4,9,0,40
SAL22203,3,0,5,191,274,135,99,216,28,944
SAL22204,0,0,0,11,0,6,3,5,4,19
SAL22205,0,0,0,0,0,0,4,0,0,9
SAL22206,0,0,4,33,37,25,27,30,35,178
SAL22207,290,36,554,6191,7746,3414,2279,7491,830,27949
SAL22208,132,14,165,2857,2938,1304,1382,9004,1111,18601
SAL22209,0,0,0,8,8,4,5,14,4,39
SAL22210,0,0,6,33,45,20,33,17,8,153
SAL22211,0,0,0,19,42,15,32,23,19,144
SAL22212,0,0,0,4,8,9,6,8,0,33
SAL22213,0,0,0,3,17,5,4,12,8,47
SAL22214,9,0,20,67,119,64,62,110,41,459
SAL22215,31,7,53,188,230,160,152,342,159,1228
SAL22216,0,0,0,15,15,3,10,9,11,61
SAL22217,41,10,81,386,638,331,211,464,121,2139
SAL22218,0,0,0,0,0,0,0,0,0,0
SAL22219,0,0,6,34,78,35,41,57,22,269
SAL22220,162,48,314,1384,2168,1144,822,1776,779,8071
SAL22221,0,0,0,9,12,4,0,3,0,33
SAL22222,112,53,236,1091,1560,727,460,1338,387,5561
SAL22223,0,0,0,15,14,6,6,9,12,69
SAL22224,8,0,15,129,162,83,66,149,30,619
SAL22225,0,0,3,8,17,8,7,21,5,67
SAL22226,251,72,462,2074,3148,1552,1155,2994,788,11716
SAL22227,0,0,0,6,3,10,9,0,0,33
SAL22228,0,0,0,8,10,17,3,16,6,51
SAL22229,28,11,57,247,422,216,149,265,147,1442
SAL22230,0,3,0,18,26,13,19,25,11,109
SAL22231,0,0,0,0,0,0,0,0,0,8
SAL22232,11,0,26,943,1263,558,340,872,128,4101
SAL22233,0,0,0,8,27,15,10,8,11,79
SAL22234,297,59,488,2077,2899,1279,643,1857,428,9192
SAL22235,0,0,0,18,44,36,20,30,17,159
SAL22236,0,0,6,48,83,49,40,35,24,282
SAL22237,0,0,0,0,0,0,0,0,0,0
SAL22238,5,0,7,83,149,86,63,60,23,457
SAL22239,5,0,9,149,305,139,79,126,27,825
SAL22240,0,0,0,15,15,9,0,22,13,74
SAL22241,0,0,5,122,205,90,75,121,67,678
SAL22242,29,6,64,1053,1359,602,435,1362,198,5006
SAL22243,0,0,0,17,27,11,10,18,6,91
SAL22244,0,0,3,34,61,34,13,41,7,194
SAL22245,5,0,4,34,46,24,12,45,12,181
SAL22246,17,4,31,86,129,56,48,149,56,528
SAL22247,15,7,44,771,1022,487,351,1090,195,3907
SAL22248,0,0,0,0,0,3,0,4,0,15
SAL22249,183,54,385,2912,4166,1681,1071,3392,963,14187
SAL22250,24,4,54,375,496,244,139,366,66,1689
SAL22251,0,0,0,57,88,52,34,83,20,328
SAL22252,6,0,6,26,43,15,17,21,7,133
SAL22253,0,0,0,25,31,26,14,9,7,106
SAL22254,0,0,0,46,46,24,26,38,23,206
SAL22255,123,61,303,1546,2068,901,727,2505,712,8463
SAL22256,36,0,58,993,1590,547,245,716,141,4227
SAL22257,4,3,7,121,155,95,61,51,26,500
SAL22258,0,0,12,287,443,206,136,176,58,1309
SAL22259,0,0,0,0,0,0,0,0,0,0
SAL22260,0,0,0,4,11,0,0,5,0,29
SAL22261,0,0,3,19,51,30,16,29,21,174
SAL22262,0,0,0,26,26,3,17,12,12,95
SAL22263,7,0,24,435,603,268,193,417,105,2023
SAL22264,0,0,0,122,185,96,67,134,40,653
SAL22265,124,28,217,959,1347,660,488,1643,483,5577
SAL22266,0,0,0,25,38,26,21,24,13,146
SAL22267,0,0,0,0,0,0,0,0,0,3
SAL22268,0,0,0,16,36,18,20,12,0,100
SAL22269,0,0,0,9,12,0,8,7,4,36
SAL22270,0,0,0,5,5,8,0,7,5,23
SAL22271,0,0,4,72,106,63,38,69,15,354
SAL22272,0,0,0,39,57,30,32,37,8,204
SAL22273,0,0,0,0,0,0,0,0,0,5
SAL22274,0,0,0,10,12,12,8,14,5,59
SAL22275,497,102,928,4478,6018,2610,2110,8418,2269,25906
SAL22276,12,0,18,192,231,117,107,271,66,977
SAL22277,3,12,17,273,354,199,155,350,85,1414
SAL22278,3,0,3,53,80,52,26,30,6,239
SAL22279,33,0,45,104,200,98,55,102,43,590
SAL22280,0,0,0,8,5,3,5,4,0,16
SAL22281,6,0,21,219,305,162,107,230,46,1068
SAL22282,4,0,15,40,85,44,45,45,28,285
SAL22283,0,0,8,110,99,64,58,97,40,466
SAL22284,0,0,0,3,17,9,0,4,0,39
SAL22285,0,0,0,14,10,10,4,19,9,66
SAL22286,0,3,8,38,66,41,22,27,21,223
SAL22287,0,0,0,0,4,0,4,0,0,16
SAL22288,0,0,0,12,16,9,0,13,3,58
SAL22289,0,0,0,4,4,0,0,3,12,22
SAL22290,22,6,26,90,110,65,67,130,62,523
SAL22291,25,9,65,1376,1780,722,533,1669,262,6347
SAL22292,0,0,0,0,6,10,0,5,0,29
SAL22293,0,4,6,37,61,23,26,38,20,203
SAL22294,0,0,7,46,91,32,37,46,11,266
SAL22295,0,0,0,62,101,58,38,23,13,299
SAL22296,0,0,0,0,11,9,4,10,0,30
SAL22297,0,0,0,5,19,5,6,6,8,49
SAL22298,4,0,11,290,392,200,162,335,36,1409
SAL22299,3,0,6,184,257,127,115,200,60,944
SAL22300,0,0,0,0,0,0,0,0,0,0
SAL22301,3,0,5,112,189,80,63,157,72,681
SAL22302,15,0,40,485,826,288,199,436,111,2338
SAL22303,18,0,36,267,543,303,147,188,122,1571
SAL22304,0,0,0,0,0,0,0,3,0,6
SAL22305,125,73,316,2002,2766,1217,841,2238,511,9584
SAL22306,29,13,68,327,575,266,164,318,190,1844
SAL22307,3,0,8,74,89,57,29,77,17,353
SAL22308,6,0,8,187,281,106,67,158,49,843
SAL22309,9,0,14,381,583,218,118,327,82,1710
SAL22310,133,62,278,2512,3221,1008,482,2318,671,10211
SAL22311,274,51,380,3961,4858,2085,1672,6389,808,19773
SAL22312,0,0,0,12,27,9,16,21,4,93
SAL22313,0,0,0,12,14,0,8,26,0,54
SAL22314,140,30,360,6356,7487,1804,920,5038,1669,23266
SAL22315,33,5,65,4942,6160,1476,706,6652,1345,21289
SAL22316,0,0,0,13,33,30,10,14,8,108
SAL22317,0,0,0,9,9,6,7,4,0,35
SAL22318,0,0,0,12,9,12,4,6,3,53
SAL22319,9,4,27,466,804,263,178,415,103,2229
SAL22320,42,12,108,559,790,372,214,472,130,2543
SAL22321,5,0,6,28,67,21,24,23,10,171
SAL22322,3,0,8,29,25,13,4,27,8,100
SAL22323,0,0,0,0,14,8,0,7,3,26
SAL22324,0,0,0,5,0,0,0,0,0,9
SAL22325,0,0,0,41,35,24,25,24,12,163
SAL22326,0,0,3,44,89,44,34,45,13,275
SAL22327,0,0,0,29,44,22,11,19,13,140
SAL22328,364,47,614,3033,3156,1481,1167,8794,1329,18954
SAL22329,138,19,236,1794,1825,796,629,5055,566,10673
SAL22330,420,255,926,4655,5196,2248,2200,14023,3503,31822
SAL22331,91,14,175,809,1067,505,360,1327,178,4247
SAL22332,3,0,8,209,278,170,136,143,66,993
SAL22333,0,0,7,161,266,134,74,93,37,764
SAL22334,53,29,118,323,457,240,229,570,178,1999
SAL22335,0,0,0,6,15,12,11,22,17,82
SAL22336,0,0,0,3,6,4,6,14,9,33
SAL22337,0,0,0,12,3,10,6,8,0,32
SAL22338,0,0,0,18,13,6,7,11,3,64
SAL22339,41,41,111,540,724,350,208,467,106,2383
SAL22340,0,0,0,6,10,6,3,4,0,29
SAL22341,0,0,0,11,9,9,3,3,7,38
SAL22342,0,0,0,20,24,12,16,26,9,113
SAL22343,82,23,159,4589,5861,1359,608,4133,1632,18192
SAL22344,79,15,168,2825,3437,1027,518,2093,613,10511
SAL22345,11,6,28,667,898,266,144,431,170,2577
SAL22346,38,8,81,554,902,483,336,659,211,3144
SAL22347,0,0,5,13,9,8,0,14,3,41
SAL22348,0,0,0,8,15,7,11,9,13,51
SAL22349,0,0,0,68,85,35,39,41,33,300
SAL22350,8,4,25,118,192,117,70,158,37,690
SAL22351,6,0,5,56,93,68,40,38,19,308
SAL22352,0,0,0,13,36,6,21,12,0,91
SAL22353,0,0,0,3,5,9,7,7,4,32
SAL22354,74,77,221,886,1281,650,540,1386,522,5264
SAL22355,0,0,4,47,65,43,24,24,25,226
SAL22356,0,0,5,5,19,3,4,12,7,57
SAL22357,0,0,0,15,22,11,15,11,14,89
SAL22358,0,0,0,0,0,0,0,0,0,0
SAL22359,0,0,0,4,5,8,8,8,3,35
SAL22360,0,0,0,3,13,3,0,3,9,37
SAL22361,0,0,0,14,16,8,10,5,9,59
SAL22362,0,0,0,5,10,9,5,0,0,31
SAL22363,0,0,0,4,0,0,0,0,0,0
SAL22364,5,0,4,52,61,52,31,38,14,242
SAL22365,6,0,6,14,17,4,3,12,3,58
SAL22366,0,0,0,23,40,22,21,36,16,153
SAL22367,0,0,0,19,19,18,9,9,10,90
SAL22368,0,0,0,0,0,0,4,0,0,4
SAL22369,24,3,48,430,658,359,289,530,122,2385
SAL22370,0,0,0,27,38,18,15,32,59,196
SAL22371,0,0,0,25,35,14,17,29,23,145
SAL22372,3,0,3,31,93,50,46,36,60,306
SAL22373,58,16,185,979,1420,713,455,996,226,4788
SAL22374,0,0,0,22,36,12,18,36,17,139
SAL22375,0,0,0,36,45,29,18,10,12,146
SAL22376,25,10,56,1111,1647,837,569,789,192,5143
SAL22377,0,0,0,19,17,8,5,13,6,72
SAL22378,0,0,0,0,6,0,4,0,4,22
SAL22379,0,4,13,168,196,88,94,196,83,827
SAL22380,90,11,188,1632,2150,1029,622,1642,209,7288
SAL22381,10,4,21,167,229,114,77,238,29,852
SAL22382,0,0,7,421,684,301,280,936,197,2817
SAL22383,0,0,0,13,20,8,28,38,17,122
SAL22384,0,0,0,14,23,13,8,15,10,90
SAL22385,0,0,0,15,22,8,8,14,0,66
SAL22386,0,0,0,0,6,5,0,4,0,13
SAL22387,0,0,0,40,49,22,28,40,36,218
SAL22388,0,0,0,0,0,3,0,3,0,5
SAL22389,0,0,0,46,64,37,16,23,0,183
SAL22390,0,0,0,0,0,0,0,0,0,0
SAL22391,347,53,659,6677,9038,4004,2942,7410,1405,31477
SAL22392,0,0,7,51,94,45,31,61,34,313
SAL22393,0,0,0,48,79,35,25,42,24,245
SAL22394,0,0,4,66,102,66,49,87,21,392
SAL22395,137,10,229,1306,1740,770,525,2942,631,7909
SAL22396,200,21,338,1632,1837,792,682,4300,792,10039
SAL22397,206,46,412,2462,2983,1317,1235,6296,1163,15456
SAL22398,0,0,4,111,204,60,53,84,38,554
SAL22399,161,49,368,2701,3821,1711,834,1990,342,11398
SAL22400,0,0,0,6,0,0,9,5,0,16
SAL22401,0,0,0,34,27,17,6,23,4,110
SAL22402,0,0,0,3,0,0,0,0,0,3
SAL22403,0,0,5,18,36,22,27,10,6,123
SAL22404,0,0,0,10,26,21,9,27,3,89
SAL22405,205,49,417,1635,2259,1033,823,2631,655,9037
SAL22406,0,0,0,0,3,0,0,0,0,6
SAL22407,0,0,0,0,0,0,0,0,0,0
SAL22408,0,0,0,22,30,17,16,15,11,109
SAL22409,6,3,19,109,174,97,108,145,71,708
SAL22410,3,0,7,33,58,27,20,54,19,204
SAL22411,0,0,0,0,0,4,0,0,0,10
SAL22412,0,0,0,9,0,0,0,0,4,17
SAL22413,0,0,0,35,57,24,29,28,18,191
SAL22414,251,17,284,1583,1924,798,676,3370,475,8823
SAL22415,0,0,0,3,0,3,0,0,0,12
SAL22416,0,0,0,0,0,0,0,0,0,0
SAL22417,0,0,3,23,37,15,10,27,24,138
SAL22418,0,0,0,10,9,5,7,0,0,31
SAL22419,0,0,9,59,113,63,46,46,21,355
SAL22420,0,0,0,10,10,8,0,0,0,28
SAL22421,0,0,0,0,0,0,4,0,5,18
SAL22422,0,0,0,0,0,0,3,5,6,15
SAL22423,7,3,19,70,88,69,53,92,39,414
SAL22424,0,0,0,39,64,31,30,22,5,192
SAL22425,0,0,0,16,13,9,15,15,13,80
SAL22426,43,25,83,168,246,132,102,235,99,984
SAL22427,0,0,0,4,14,6,4,10,3,34
SAL22428,0,0,0,17,29,16,13,20,14,113
SAL22429,0,0,7,32,58,22,14,27,17,165
SAL22430,4,0,17,121,218,111,66,100,30,641
SAL22431,5,0,9,92,112,70,49,82,63,471
SAL22432,0,0,0,5,7,7,4,0,0,21
SAL22433,3,0,4,44,76,44,33,53,21,266
SAL22434,0,0,0,0,0,0,5,0,0,3
SAL22435,0,0,0,0,0,0,0,0,0,0
SAL22436,0,3,0,25,28,10,11,14,19,113
SAL22437,0,0,0,7,9,11,3,3,9,42
SAL22438,0,0,4,0,11,7,3,4,4,18
SAL22439,0,0,0,3,5,4,7,6,3,28
SAL22440,0,0,0,7,14,7,5,7,3,41
SAL22441,4,0,8,108,231,99,86,105,26,656
SAL22442,0,0,0,0,0,0,0,0,0,0
SAL22443,0,0,0,0,0,0,0,0,0,7
SAL22444,0,0,8,82,132,66,64,81,31,462
SAL22445,0,0,0,0,8,8,4,0,0,15
SAL22446,0,0,0,0,6,0,5,0,4,15
SAL22447,0,0,3,77,153,80,54,60,45,469
SAL22448,0,0,0,6,9,8,0,6,7,31
SAL22449,0,0,0,4,0,10,8,6,3,27
SAL22450,6,0,6,19,27,22,16,33,12,139
SAL22451,66,18,133,5966,8511,4121,3781,14655,2990,40024
SAL22452,0,0,0,17,30,13,9,10,4,83
SAL22453,0,0,0,10,9,3,0,7,0,23
SAL22454,0,0,0,12,18,10,10,13,12,69
SAL22455,0,0,0,4,6,3,7,6,0,23
SAL22456,0,0,0,12,16,8,8,13,10,62
SAL22457,0,0,0,8,22,11,4,18,9,69
SAL22458,4,0,4,64,106,50,52,42,20,341
SAL22459,0,0,0,8,10,5,0,6,0,25
SAL22460,0,0,0,9,23,10,7,3,0,53
SAL22461,0,0,0,7,7,5,0,0,3,22
SAL22462,0,0,0,60,73,41,46,35,6,262
SAL22463,0,0,0,8,10,11,11,11,8,54
SAL22464,0,0,0,12,16,0,7,4,0,44
SAL22465,0,0,9,80,104,65,54,65,22,393
SAL22466,0,0,0,41,66,34,44,38,13,234
SAL22467,66,21,137,669,1074,527,421,1065,334,4082
SAL22468,3,0,3,26,25,15,10,23,8,104
SAL22469,0,0,0,23,30,15,7,10,9,92
SAL22470,0,0,13,83,162,82,61,63,29,485
SAL22471,10,7,29,153,318,146,86,110,58,866
SAL22472,0,0,0,9,21,11,10,13,11,69
SAL22473,57,0,96,2246,2782,1221,1096,3734,469,11554
SAL22474,121,13,222,2617,3084,1538,1220,4133,458,13049
SAL22475,0,0,0,3,15,12,10,8,0,44
SAL22476,3,0,23,362,614,280,129,269,62,1716
SAL22477,0,0,0,0,7,6,5,7,0,19
SAL22478,0,0,0,0,3,7,3,0,3,12
SAL22479,9,6,19,332,490,298,243,287,111,1755
SAL22480,0,0,0,12,14,5,12,9,3,50
SAL22481,0,0,0,0,6,8,0,11,0,25
SAL22482,0,0,0,5,4,5,7,4,0,27
SAL22483,402,91,696,2794,3796,1793,1418,3958,577,14347
SAL22484,313,38,614,2368,3120,1540,1149,3153,414,11737
SAL22485,0,0,0,6,12,11,4,8,0,42
SAL22486,0,0,3,24,50,21,19,38,17,177
SAL22487,0,0,0,13,14,10,6,8,3,51
SAL22488,48,20,105,365,435,250,215,511,132,1905
SAL22489,4,0,4,13,22,9,12,15,8,72
SAL22490,0,0,0,5,6,6,4,0,0,22
SAL22491,0,0,0,3,3,0,0,0,0,8
SAL22492,0,0,0,0,3,0,0,4,3,8
SAL22493,0,0,0,20,21,9,6,19,12,82
SAL22494,0,0,4,6,22,17,8,12,6,79
SAL22495,0,0,0,0,0,0,0,0,0,3
SAL22496,70,9,115,742,1090,506,345,791,153,3627
SAL22497,0,0,7,6,4,4,3,6,0,18
SAL22498,3,0,5,39,56,31,19,61,8,221
SAL22499,0,0,0,11,4,5,4,0,5,24
SAL22500,0,0,3,26,23,21,15,14,24,122
SAL22501,5,0,17,178,283,170,104,84,21,844
SAL22502,0,0,0,9,16,6,9,33,13,85
SAL22503,0,0,0,3,4,3,0,4,0,15
SAL22504,289,35,543,2717,3231,1513,1401,7233,986,17085
SAL22505,0,0,0,0,0,0,0,0,0,0
SAL22506,12,10,30,286,418,149,90,332,112,1403
SAL22507,0,0,0,17,24,14,14,35,17,117
SAL22508,194,129,495,3855,5575,1891,1044,3050,780,16200
SAL22509,0,0,0,356,560,235,199,753,141,2244
SAL22510,0,0,9,39,70,37,41,64,21,272
SAL22511,6,0,10,78,105,49,38,94,32,392
SAL22512,0,0,0,0,8,4,3,0,3,24
SAL22513,0,0,0,8,22,6,8,15,0,62
SAL22514,0,0,0,22,40,28,23,29,10,158
SAL22515,0,0,0,0,0,0,0,0,0,0
SAL22516,16,13,50,224,288,132,124,174,92,1041
SAL22517,0,0,0,13,7,5,5,4,3,37
SAL22518,0,0,0,6,24,12,8,9,0,67
SAL22519,0,0,0,18,13,11,5,8,10,64
SAL22520,0,0,0,0,0,6,4,3,0,17
SAL22521,0,0,3,49,73,43,26,77,29,293
SAL22522,0,0,0,4,9,9,6,13,4,53
SAL22523,0,0,0,10,9,12,7,11,0,55
SAL22524,0,0,0,0,0,0,0,0,0,3
SAL22525,0,0,0,22,26,15,15,52,0,132
SAL22526,0,0,0,72,120,82,63,76,50,462
SAL22527,0,0,0,0,0,0,0,0,0,0
SAL22528,50,7,69,286,398,196,152,424,109,1566
SAL22529,0,0,0,0,0,0,0,0,0,5
SAL22530,0,0,0,7,14,12,8,7,5,47
SAL22531,0,0,0,37,64,22,23,31,18,200
SAL22532,0,0,0,8,3,0,4,6,0,20
SAL22533,0,0,5,39,76,29,40,64,29,279
SAL22534,0,0,0,118,203,101,64,100,48,629
SAL22535,0,0,0,20,17,16,11,17,9,84
SAL22536,0,0,0,75,81,56,36,40,28,317
SAL22537,6,0,10,135,179,88,87,139,48,682
SAL22538,0,0,3,28,38,20,30,34,29,174
SAL22539,0,0,0,0,0,0,0,0,0,0
SAL22540,0,0,0,9,13,9,11,10,5,54
SAL22541,0,0,0,10,24,10,11,16,6,74
SAL22542,0,0,0,0,0,0,0,0,0,0
SAL22543,5,0,3,160,233,143,106,145,71,857
SAL22544,8,3,19,93,172,96,61,115,61,601
SAL22545,0,0,5,12,27,24,15,12,10,93
SAL22546,10,0,22,277,362,185,137,269,119,1353
SAL22547,194,74,514,2927,3312,1230,760,2436,762,11428
SAL22548,0,3,5,44,67,60,32,94,95,404
SAL22549,0,0,0,0,0,0,0,0,0,0
SAL22550,42,7,79,503,696,351,271,583,199,2609
SAL22551,157,30,310,3047,4772,2113,1318,2457,665,14378
SAL22552,0,0,0,3,10,4,4,10,8,37
SAL22553,0,0,0,46,54,22,23,35,24,207
SAL22554,0,0,0,12,12,13,3,0,0,37
SAL22555,0,0,0,3,0,0,6,4,0,23
SAL22556,0,0,0,0,0,0,0,0,4,3
SAL22557,0,0,0,0,0,0,0,0,0,3
SAL22558,0,0,0,7,6,4,0,0,4,31
SAL22559,0,0,0,0,0,0,5,0,0,8
SAL22560,0,0,0,0,0,0,0,0,0,4
SAL22561,0,0,0,0,0,0,0,0,0,0
SAL22562,0,0,0,10,20,8,9,8,13,66
SAL22563,4,0,4,12,41,17,23,20,6,126
SAL22564,0,0,0,8,13,5,0,8,0,29
SAL22565,41,41,129,638,956,460,417,777,230,3474
SAL22566,0,0,10,54,108,52,35,57,22,335
SAL22567,0,0,9,52,64,56,29,46,16,260
SAL22568,0,0,0,15,11,7,8,10,13,74
SAL22569,359,147,726,3919,6033,2737,2002,5677,1547,21915
SAL22570,9,0,24,320,414,212,183,296,65,1494
SAL22571,0,0,0,90,126,88,61,65,13,440
SAL22572,10,0,15,414,608,195,93,510,115,1936
SAL22573,0,0,0,20,39,18,13,28,9,124
SAL22574,0,0,0,9,18,23,8,12,3,75
SAL22575,0,0,0,8,8,5,0,0,0,21
SAL22576,0,0,0,10,19,9,9,5,0,54
SAL22577,3,23,48,191,374,206,140,172,115,1204
SAL22578,3,0,3,24,50,34,17,18,10,150
SAL22579,0,0,3,22,36,10,22,35,14,138
SAL22580,3,0,3,24,29,10,15,29,7,110
SAL22581,0,0,0,7,13,9,9,9,12,64
