SAL_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SAL21571,669,1319,13,91,49,231,20,98,282,1175,370,1594,26,96,42,149,89,279,158,518,532,2111,0,16,19,52,3,11,116,290,133,371,13,28,13,23,87,180,104,235,243,605,18,39,1455,4071
SAL21572,15,31,0,0,0,5,0,3,3,8,5,21,0,4,0,5,0,4,3,17,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,27,67
SAL21573,48,93,3,6,12,33,3,20,13,57,31,120,3,25,4,12,13,47,24,85,57,204,0,0,0,5,0,7,4,10,6,21,0,0,0,0,5,11,5,11,7,28,0,0,108,328
SAL21574,502,1003,15,78,95,435,26,124,467,1925,601,2560,51,226,56,201,144,447,256,875,854,3437,3,14,17,56,8,29,58,150,88,254,3,18,8,20,46,95,59,138,145,389,11,23,1518,4852
SAL21575,837,1709,4,45,85,409,15,72,593,2206,699,2734,47,202,98,340,159,514,303,1057,997,3788,3,11,22,86,11,54,128,319,171,473,27,85,52,121,193,431,263,628,435,1098,89,191,2359,6790
SAL21576,45,94,5,17,6,20,3,20,29,123,43,178,9,39,0,9,20,58,27,102,68,285,0,0,0,4,0,0,4,12,6,11,0,0,0,0,9,13,9,13,14,29,0,0,128,406
SAL21577,8,13,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,0,5,0,10,0,0,0,0,0,0,6,9,6,9,0,0,0,0,0,0,0,0,6,9,0,0,13,27
SAL21578,71,146,0,0,3,11,0,6,19,76,23,92,6,26,7,19,8,25,20,65,42,157,0,0,0,0,0,0,3,3,3,3,0,4,0,0,4,16,9,22,11,26,5,4,129,339
SAL21579,38,76,0,0,0,8,0,0,17,77,21,84,0,6,3,6,5,11,9,25,29,109,0,0,0,0,0,0,3,4,3,4,0,0,0,3,4,7,0,9,6,12,0,0,71,201
SAL21580,10,27,0,0,0,0,0,0,3,17,3,17,0,0,0,0,3,7,3,7,10,27,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,5,4,3,5,0,0,22,57
SAL21581,10,14,0,0,0,0,0,0,0,10,0,10,0,0,0,0,3,6,3,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30
SAL21582,21,48,0,0,4,15,0,10,4,12,14,45,0,0,0,0,4,10,4,10,13,54,0,0,0,0,0,10,0,5,3,11,0,0,0,3,3,3,5,8,8,25,6,3,45,131
SAL21583,272,554,0,0,13,61,3,19,50,186,69,271,6,18,9,28,32,109,49,153,114,426,0,4,0,3,5,9,19,41,24,58,5,6,6,13,30,59,36,75,57,138,11,28,465,1140
SAL21584,182,364,0,0,10,33,0,5,47,185,58,234,0,7,5,13,19,58,24,80,83,313,0,0,0,7,0,0,5,18,8,25,0,0,7,12,19,37,28,48,34,72,0,0,303,747
SAL21585,122,245,0,0,6,38,3,5,64,259,78,301,0,8,6,30,17,50,26,89,104,389,0,0,4,6,0,0,10,26,16,40,4,6,0,0,6,11,12,24,25,59,0,3,253,705
SAL21586,1101,2196,7,28,150,678,6,28,564,2176,729,2908,74,306,193,697,167,526,435,1533,1161,4441,0,0,29,80,3,5,85,207,115,290,19,54,69,166,105,226,189,445,306,740,45,96,2617,7470
SAL21587,2094,4203,15,82,315,1436,9,23,1437,5550,1776,7090,170,733,496,1832,392,1290,1064,3854,2842,10948,5,31,40,127,3,17,207,467,256,640,31,95,110,254,265,561,403,911,658,1554,111,234,5705,16928
SAL21588,25,53,0,0,6,15,0,8,35,139,41,164,3,11,5,19,3,8,15,38,55,200,0,0,0,0,0,3,4,17,7,19,0,0,0,0,3,13,3,13,13,36,0,4,90,284
SAL21589,42,86,0,0,5,14,0,0,11,56,18,70,0,0,3,9,4,13,7,27,29,96,0,6,0,5,0,0,0,9,9,16,0,0,4,5,3,8,5,14,9,28,0,0,82,211
SAL21590,92,185,0,0,8,34,0,10,63,267,75,316,7,36,14,42,11,37,34,109,108,424,0,7,0,0,0,0,5,5,7,16,0,0,0,3,10,21,8,25,15,39,0,6,213,649
SAL21591,40,75,0,13,4,11,0,3,25,101,29,130,0,5,4,17,3,8,8,24,40,156,4,8,3,6,0,0,0,0,7,16,0,0,0,0,5,3,5,3,4,21,0,0,81,246
SAL21592,31,52,0,0,0,5,0,0,4,27,6,29,0,3,3,4,4,19,7,23,16,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,8,15,8,15,0,0,56,130
SAL21593,258,524,5,9,44,204,3,9,209,826,256,1045,20,74,38,113,44,139,99,329,352,1376,0,0,7,20,3,12,38,91,47,124,6,21,10,20,27,61,44,100,91,229,10,15,713,2142
SAL21594,13,32,0,0,0,4,0,0,8,31,6,36,0,4,3,10,5,9,5,19,18,55,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,4,6,4,6,0,0,32,95
SAL21595,8,15,0,0,0,3,0,4,3,19,4,27,0,0,0,0,6,4,6,4,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,46
SAL21596,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20
SAL21597,753,1522,41,272,170,819,33,154,1616,6056,1863,7307,72,318,115,400,141,467,332,1193,2190,8496,14,75,52,203,12,66,202,593,280,933,18,68,56,139,81,178,156,383,442,1319,38,78,3420,11412
SAL21598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL21599,744,1480,10,52,62,277,6,44,319,1279,399,1652,12,40,29,85,88,259,123,383,522,2032,3,12,18,50,5,23,81,200,105,285,4,11,8,20,87,180,106,219,209,509,16,33,1486,4051
SAL21600,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL21601,19,43,0,4,0,6,0,0,7,23,11,33,5,8,5,12,7,12,11,35,22,68,0,5,0,0,0,0,0,0,5,7,0,0,0,0,4,7,4,7,4,14,0,0,45,128
SAL21602,31,59,0,0,3,15,0,0,15,52,18,72,0,0,5,11,9,26,13,37,32,106,0,0,0,0,0,0,0,6,0,6,0,0,0,0,4,13,4,13,9,17,0,0,68,188
SAL21603,47,98,0,0,4,17,0,0,15,42,16,64,0,0,4,11,4,5,3,17,22,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9,14,10,13,0,3,76,195
SAL21604,1375,2767,17,85,135,607,18,79,745,2776,912,3547,87,382,173,616,274,909,537,1911,1446,5462,5,15,33,109,10,36,133,329,186,490,28,105,58,136,178,394,268,638,454,1129,85,185,3364,9543
SAL21605,12,27,0,0,4,15,0,0,5,21,11,38,0,7,0,0,3,10,3,15,9,48,0,0,0,4,0,0,0,9,0,12,0,0,0,0,5,7,5,7,8,14,0,0,30,95
SAL21606,45,85,0,7,0,5,0,0,12,60,16,73,0,0,6,7,4,8,4,13,26,81,0,0,0,0,0,0,5,8,5,8,0,0,0,0,0,0,0,0,3,14,0,0,72,179
SAL21607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21608,96,192,0,4,6,32,0,6,31,109,39,154,0,5,0,3,13,34,14,48,50,194,0,0,0,6,0,0,0,6,4,12,0,0,0,0,13,14,9,17,10,30,0,3,163,415
SAL21609,15,35,0,0,0,0,0,0,3,17,3,17,0,0,0,0,4,9,4,9,4,30,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,11,3,8,0,0,28,72
SAL21610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21611,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL21612,192,396,8,42,20,100,11,37,220,869,259,1047,7,30,18,65,27,107,57,199,310,1246,0,0,7,10,3,14,23,60,32,90,0,0,3,10,11,23,15,33,45,124,4,11,562,1781
SAL21613,15,32,0,3,0,0,0,0,3,17,4,22,0,0,0,6,0,4,4,11,10,32,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,3,4,0,0,25,68
SAL21614,10,19,0,0,0,0,0,0,5,21,5,21,0,0,0,3,0,0,0,3,6,24,0,0,0,0,0,0,3,4,3,4,0,0,0,0,4,6,4,6,6,11,0,0,19,55
SAL21615,285,572,0,14,9,50,4,13,122,477,136,553,4,13,14,36,41,137,50,185,192,737,8,16,4,16,5,4,35,73,46,116,0,8,10,20,14,33,27,54,71,172,9,19,556,1499
SAL21616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21617,14,30,0,0,0,0,0,0,3,12,3,12,0,3,0,0,3,12,4,16,11,31,0,0,0,4,0,0,0,4,4,3,0,0,0,0,0,10,0,10,4,10,0,0,30,72
SAL21618,1043,2089,8,52,65,311,14,62,294,1143,381,1563,39,146,41,137,136,427,214,716,593,2277,8,35,25,112,18,78,194,549,249,769,9,42,26,54,174,368,214,467,465,1235,34,81,2140,5685
SAL21619,67,136,6,30,15,66,6,17,40,160,67,281,6,22,7,24,24,74,31,116,99,399,0,0,0,5,0,0,4,3,4,10,0,3,6,10,8,11,9,25,15,31,0,0,175,564
SAL21620,109,216,0,0,8,28,0,0,14,57,21,85,0,9,0,0,11,34,13,40,29,125,0,0,0,3,0,0,0,9,4,14,0,4,0,0,4,8,11,15,13,24,0,0,153,363
SAL21621,9,15,0,0,0,0,0,0,0,9,6,13,0,0,0,0,4,5,4,5,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33
SAL21622,4,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
SAL21623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL21624,23,44,0,14,3,16,0,0,15,61,22,93,4,6,5,18,4,17,10,49,32,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,9,16,9,16,0,0,61,191
SAL21625,543,1087,5,22,28,126,6,27,140,549,183,728,18,79,21,72,71,235,114,389,299,1117,3,16,5,18,3,16,40,89,58,142,5,12,17,30,51,123,76,170,125,309,8,9,973,2525
SAL21626,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22
SAL21627,12,29,0,0,3,9,0,0,11,40,16,52,0,7,3,9,5,20,7,34,19,85,0,0,0,0,3,10,0,0,3,10,0,0,0,0,0,0,0,0,3,10,0,0,41,125
SAL21628,128,251,0,15,9,33,5,17,44,174,57,229,0,4,3,25,15,42,21,67,82,299,3,10,0,0,0,0,4,17,8,30,0,10,0,0,14,32,10,41,24,61,0,0,230,617
SAL21629,512,1023,11,57,147,642,6,28,554,2130,717,2857,61,261,162,580,114,378,339,1218,1054,4073,0,3,34,102,4,13,106,237,149,361,15,58,81,176,62,137,159,371,304,738,27,54,1894,5886
SAL21630,22,40,0,0,0,0,0,0,7,17,7,17,0,0,4,5,0,0,4,5,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,12,0,0,32,72
SAL21631,13,34,0,0,0,3,0,3,4,17,7,26,0,6,0,0,0,3,7,13,7,34,0,0,0,0,0,0,3,14,6,15,0,4,0,4,0,0,0,3,10,20,0,4,34,89
SAL21632,13,27,0,0,0,6,0,0,8,30,11,38,0,0,0,3,0,5,3,7,11,40,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,25,73
SAL21633,12,27,0,3,0,0,0,0,7,31,9,36,0,0,5,14,0,3,3,14,11,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,78
SAL21634,12,28,0,0,0,12,0,5,3,24,8,39,0,0,0,5,0,4,3,5,10,43,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,3,0,3,3,12,0,0,29,88
SAL21635,797,1629,75,477,202,1097,57,287,783,3389,1127,5248,183,865,102,356,523,1854,808,3079,1932,8327,22,109,62,286,33,119,249,754,368,1267,57,195,69,168,391,958,515,1323,878,2588,72,165,3681,12708
SAL21636,0,3,0,0,0,0,0,0,4,9,4,9,0,0,0,0,0,3,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SAL21637,104,213,0,4,8,36,0,3,57,221,66,264,3,20,8,24,16,39,23,87,88,351,0,0,3,8,3,12,12,34,20,50,3,9,0,3,12,25,14,37,34,85,3,8,237,666
SAL21638,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
SAL21639,6,14,0,0,0,4,0,0,3,18,3,18,0,3,0,4,0,8,9,13,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,52
SAL21640,7090,14129,0,9,39,167,7,26,1202,3994,1253,4204,29,116,130,401,160,473,317,986,1572,5186,0,5,50,145,4,16,288,622,343,797,26,78,231,463,262,539,514,1084,856,1878,853,1770,10367,22961
SAL21641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21642,670,1362,15,98,57,316,30,134,370,1467,472,2016,27,112,50,173,181,578,254,864,726,2883,7,39,29,113,17,63,210,573,271,787,19,52,38,84,223,485,276,614,537,1405,52,119,1992,5768
SAL21643,771,1580,27,184,102,527,32,190,725,2997,889,3896,46,211,46,166,180,597,274,973,1162,4868,18,90,42,148,18,80,279,795,361,1117,16,58,51,118,298,627,362,805,723,1921,56,122,2715,8489
SAL21644,764,1555,38,213,101,499,45,211,489,1962,670,2874,60,263,63,208,232,755,350,1220,1021,4101,13,64,48,180,30,116,194,562,281,918,20,63,43,95,196,460,263,616,541,1539,31,79,2362,7267
SAL21645,8,10,0,0,0,5,0,0,6,29,7,33,0,5,0,4,0,0,0,5,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,50
SAL21646,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,7,0,0,0,0,0,0,0,0,4,7,0,0,7,19
SAL21647,8,8,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,3,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,7,26
SAL21648,1503,2994,20,94,141,624,12,56,861,3198,1023,3978,78,330,214,747,239,777,531,1852,1555,5829,0,7,38,114,4,21,204,473,254,612,33,92,86,177,218,465,336,740,589,1352,50,100,3700,10283
SAL21649,103,215,0,10,14,50,8,21,65,262,85,344,12,37,9,32,35,106,54,177,139,519,0,0,0,8,0,3,9,27,11,40,0,3,8,16,11,21,19,40,33,76,0,0,270,807
SAL21650,4,6,0,0,4,9,0,0,0,6,3,14,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,6,3,6,0,0,5,23
SAL21651,4,8,0,0,0,0,0,10,8,27,11,39,0,0,0,0,0,6,0,6,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,52
SAL21652,9,17,0,9,0,0,0,3,9,28,5,36,0,0,0,0,0,0,0,0,5,36,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,4,0,4,0,9,0,0,19,63
SAL21653,300,593,3,26,21,100,10,50,146,563,179,736,8,20,11,43,64,190,82,253,264,991,3,21,12,41,4,26,65,175,85,266,0,4,8,21,44,96,56,113,137,379,9,23,713,1986
SAL21654,47,100,0,0,10,48,0,9,22,94,32,153,4,13,0,5,13,40,17,53,52,202,0,0,5,8,0,0,0,6,6,14,0,0,3,11,3,8,7,17,12,31,0,0,112,335
SAL21655,25,56,0,0,0,0,0,7,14,53,12,56,0,4,0,6,3,17,7,29,20,83,0,0,0,0,3,7,0,4,3,10,0,0,0,0,5,9,5,9,4,15,0,0,62,156
SAL21656,99,197,0,6,10,49,4,24,47,186,62,267,3,26,5,13,28,77,32,112,101,382,0,0,5,18,0,3,9,23,17,36,0,0,0,3,21,39,22,43,38,82,0,6,235,669
SAL21657,7,11,0,0,0,6,0,0,8,24,10,23,0,0,0,0,0,5,0,5,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,15,51
SAL21658,43,85,0,6,0,9,0,0,8,25,11,38,0,0,0,4,7,15,5,15,19,58,0,5,0,0,0,0,0,7,4,8,0,0,0,4,5,10,8,15,7,23,0,0,70,169
SAL21659,1638,3332,43,236,344,1566,85,388,2521,9759,2990,11942,120,503,186,649,384,1276,690,2428,3680,14367,14,80,93,328,37,140,444,1167,595,1718,47,160,90,203,338,744,481,1116,1074,2835,68,159,6459,20700
SAL21660,23,48,0,0,0,19,0,0,7,29,8,49,0,10,0,3,0,10,7,22,17,75,0,0,0,0,0,0,4,4,3,11,0,0,0,4,6,9,8,17,9,26,0,0,54,146
SAL21661,9,19,0,0,0,6,0,0,6,12,3,15,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35
SAL21662,40,72,0,3,0,7,0,0,5,31,12,40,0,6,7,14,3,6,8,28,17,65,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,3,4,0,0,56,145
SAL21663,37,74,0,3,0,7,0,0,0,11,9,18,0,0,0,0,0,6,0,6,10,32,0,0,0,0,0,0,0,8,0,9,0,0,0,3,0,0,0,3,4,13,0,0,47,114
SAL21664,60,125,0,0,8,26,0,4,19,81,25,103,3,10,7,27,7,24,22,61,45,172,0,0,4,3,0,0,4,10,8,17,0,0,8,9,3,9,9,19,13,35,0,0,127,330
SAL21665,85,169,0,13,6,14,0,7,26,105,34,141,0,4,7,21,19,68,27,90,65,234,0,9,3,14,0,0,18,41,23,60,0,0,0,0,12,26,12,26,35,84,0,0,181,486
SAL21666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21667,61,112,0,0,5,14,0,0,26,97,25,107,0,0,3,6,10,30,16,41,40,149,0,0,0,6,4,10,4,9,8,22,0,0,0,0,0,4,0,10,8,27,0,0,110,293
SAL21668,36,70,0,3,4,35,0,0,34,135,34,175,0,17,0,4,14,61,25,84,58,254,0,0,0,0,0,0,0,3,0,9,0,0,0,0,3,8,3,8,4,14,0,8,104,348
SAL21669,0,3,0,0,0,5,0,0,4,24,5,22,0,0,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,3,6,0,0,10,34
SAL21670,33,65,0,6,5,12,0,5,13,46,12,65,0,0,0,0,4,12,9,19,21,78,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,7,9,7,9,0,4,63,159
SAL21671,34,58,0,0,0,3,0,0,9,40,17,49,0,12,4,9,0,0,4,25,21,70,0,0,0,0,0,0,5,12,5,12,0,0,0,0,0,0,0,0,5,12,0,0,54,139
SAL21672,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22
SAL21673,403,805,3,17,13,52,0,9,72,285,91,365,0,6,11,42,28,86,44,136,135,495,0,0,4,3,7,24,23,62,31,94,0,4,3,12,16,34,25,48,51,140,7,9,587,1446
SAL21674,28,61,0,4,0,5,6,24,9,23,11,52,0,6,0,3,5,15,6,19,16,70,0,4,0,0,6,11,0,3,4,16,0,4,0,0,0,0,3,7,5,21,0,0,54,149
SAL21675,1117,2287,52,352,200,1007,47,250,2169,8362,2469,9974,99,447,69,250,234,806,394,1494,2867,11473,11,61,41,149,19,84,269,775,346,1067,33,110,37,78,158,399,225,583,576,1649,60,125,4616,15541
SAL21676,6,16,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25
SAL21677,470,923,6,10,59,263,0,3,285,1082,349,1359,24,86,84,279,53,178,160,544,508,1904,0,0,14,36,0,5,47,110,56,147,8,18,25,51,41,81,71,157,127,302,10,18,1114,3147
SAL21678,11,19,0,0,0,7,0,0,10,34,12,41,0,9,3,6,0,3,3,18,13,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,24,85
SAL21679,27,51,0,0,0,12,0,0,17,65,14,81,0,0,0,3,7,10,9,17,19,94,0,14,0,0,0,0,0,0,3,12,0,0,0,0,9,10,9,10,7,23,0,4,59,171
SAL21680,5,7,0,0,0,0,0,0,0,11,0,11,0,0,3,3,0,5,3,10,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25
SAL21681,82,170,0,5,6,44,0,0,45,182,55,234,4,19,8,17,8,43,22,80,80,310,0,0,0,0,0,0,3,7,3,14,0,0,0,0,0,11,6,10,12,22,0,0,172,507
SAL21682,3647,7307,65,368,310,1472,114,520,1775,6914,2261,9280,126,538,192,610,594,1872,911,3017,3173,12298,25,117,138,501,93,353,806,2213,1061,3190,74,230,145,318,630,1388,847,1929,1910,5118,159,336,8887,25064
SAL21683,2693,5450,44,267,333,1570,80,380,1642,6260,2096,8468,324,1398,363,1317,1245,4182,1931,6895,4028,15367,10,54,80,294,35,119,365,987,491,1452,96,307,120,285,614,1380,827,1970,1316,3424,118,249,8150,24488
SAL21684,25,47,0,7,5,12,0,0,8,45,13,55,0,6,0,5,9,23,8,30,25,94,0,0,0,0,0,0,4,8,4,8,0,0,4,5,5,6,6,9,7,17,0,0,56,156
SAL21685,136,271,3,10,15,85,6,24,84,337,111,448,7,21,9,31,34,94,47,149,156,601,0,5,6,24,7,18,36,87,45,141,3,8,11,28,59,112,70,147,118,287,7,16,413,1171
SAL21686,3,9,0,0,0,0,0,0,4,13,4,13,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,11,28
SAL21687,5,19,0,0,0,0,6,11,0,0,6,11,0,0,0,0,0,8,0,8,3,16,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,14,37
SAL21688,0,0,0,0,0,6,0,0,0,7,5,15,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,4,5,0,0,4,23
SAL21689,8,20,0,0,0,6,0,0,3,12,3,22,0,3,0,0,0,0,0,3,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,20,41
SAL21690,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11
SAL21691,400,792,0,20,52,249,18,66,342,1349,415,1679,15,75,41,127,60,188,115,387,522,2071,0,10,15,68,3,18,70,200,96,295,4,14,13,37,36,84,58,136,152,432,14,22,1089,3321
SAL21692,5,10,0,0,0,0,0,0,4,16,4,16,0,0,0,0,4,9,4,9,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36
SAL21693,14,25,0,4,10,30,0,0,4,16,12,50,0,3,5,3,0,4,6,9,19,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,89
SAL21694,9,15,0,0,0,9,0,0,7,17,3,21,0,5,0,7,3,10,6,17,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,54
SAL21695,6,18,0,0,0,0,0,0,6,20,6,20,0,0,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,38
SAL21696,8,14,0,0,3,18,0,0,0,18,5,27,0,0,0,0,0,3,0,3,4,35,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,18,56
SAL21697,0,3,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16
SAL21698,65,135,0,0,3,21,0,7,14,68,25,100,4,19,6,11,8,28,14,52,43,155,0,0,5,10,0,5,6,12,10,31,0,4,0,0,13,25,14,28,25,58,0,3,136,354
SAL21699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
