persid,hhid,persno,travdow,agegroup,sex,relationship,carlicence,mbikelicence,otherlicence,nolicence,fulltimework,parttimework,casualwork,anywork,studying,activities,mainact,emptype,anzsco1,anzsco2,anzsic1,anzsic2,startplace,numstops,persinc,anywfh,wfhmon,wfhtue,wfhwed,wfhthu,wfhfri,wfhsat,wfhsun,wfhtravday,faretype,anytoll,anyvehwalk,anypaidpark,perspoststratweight,perspoststratweight_GROUP_1,perspoststratweight_GROUP_2,perspoststratweight_GROUP_3,perspoststratweight_GROUP_4,perspoststratweight_GROUP_5,perspoststratweight_GROUP_6,perspoststratweight_GROUP_7,perspoststratweight_GROUP_8,perspoststratweight_GROUP_9,perspoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6390208P05,Y25H6390208,5,Monday,15->19,Female,Child,Learners Permit,No,No,No,No,No,No,No,Secondary,No other activity,Secondary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,2,"$1-$149 ($1-$7,799)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,1631.811266517,0.0,3079.715950084,1480.499811419,1607.92022386,1665.607954108,1887.578607886,2113.231065362,1552.15478127,1507.437531739,1450.138920279,MELB - Outer,Greater Melbourne,Weekday
Y25H6390210P01,Y25H6390210,1,Wednesday,60->64,Female,Self,Full Licence,No,No,No,No,No,No,No,No Study,Unemployed,Unemployed,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,4,Negative income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,1907.739320544,0.0,3310.542590311,1817.251715418,1741.459782655,2050.178363586,2075.695973251,2742.539071045,1836.777099753,1812.19381871,1608.012543649,MELB - Outer,Greater Melbourne,Weekday
Y25H6390210P02,Y25H6390210,2,Wednesday,35->39,Female,Child,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Labourers,Food Preparation Assistants,Health Care and Social Assistance,Social Assistance Services,At Home,4,"$800-$999 ($41,600-$51,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,2061.757826345,0.0,2854.058359522,2230.482343669,1831.175753056,2217.542387578,2123.03015453,3070.4297478,2073.716860629,1990.416335377,1822.82278553,MELB - Outer,Greater Melbourne,Weekday
Y25H6390210P03,Y25H6390210,3,Wednesday,35->39,Male,Child,Full Licence,No,No,No,No,No,No,No,No Study,Unemployed,Unemployed,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,8,"$300-$399 ($15,600-$20,799)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,2284.648992649,0.0,4090.805568864,2228.006297681,1960.17352716,2567.954949224,2609.523246081,3330.697774302,2228.36132428,2219.268643754,1946.478762727,MELB - Outer,Greater Melbourne,Weekday
Y25H6390210P04,Y25H6390210,4,Wednesday,20->24,Male,Child,Green Probationary Licence,No,No,No,No,No,No,No,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,10,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Concession,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,2043.539142666,0.0,3611.279134119,1969.006095432,1749.58402269,2440.360817732,2197.708083194,2922.333617414,2012.810195476,2012.319646808,1893.763553791,MELB - Outer,Greater Melbourne,Weekday
Y25H6390210P05,Y25H6390210,5,Wednesday,10->14,Female,Grandchild,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Secondary,No other activity,Secondary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,3,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,1822.342592706,0.0,3053.724647958,1786.161524352,1713.541806333,1967.399015292,1961.558186931,2174.090861045,2086.477642201,1761.256506447,1613.092649633,MELB - Outer,Greater Melbourne,Weekday
Y25H6390210P06,Y25H6390210,6,Wednesday,10->14,Female,Grandchild,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,3,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,1372.49422547,0.0,2516.752184438,1280.131436612,1358.570857935,1353.388307561,1540.486102692,1764.918704794,1247.871572316,1441.345953627,1257.528483843,MELB - Outer,Greater Melbourne,Weekday
Y25H6390210P07,Y25H6390210,7,Wednesday,5->9,Male,Grandchild,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,3,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,1800.992712872,0.0,3259.09389372,1775.824640908,1586.569175711,1982.762056039,1942.561180236,2387.115865884,1815.862407892,1780.181493692,1733.878987294,MELB - Outer,Greater Melbourne,Weekday
Y25H6390212P01,Y25H6390212,1,Friday,55->59,Female,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Education Professionals,Education and Training,Tertiary Education,At Home,3,"$1,750-$1,999 ($91,000-$103,999)",Yes,Yes,Yes,Yes,Yes,No,No,No,No,Not applicable,No,No,No,1012.04901162,0.0,1784.466951066,1241.295130827,1072.882985207,1028.306072235,850.843967751,1322.003846685,981.076724466,1027.87400018,976.982917537,MELB - Outer,Greater Melbourne,Weekday
Y25H6390212P02,Y25H6390212,2,Friday,25->29,Male,Child,Full Licence,Yes,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Business Human Resource and Marketing Professionals,Financial and Insurance Services,Finance,At Home,7,"$1,250-$1,499 ($65,000-$77,999)",Yes,Yes,Yes,No,No,No,No,No,No,Not applicable,No,No,No,1000.235698307,0.0,1908.246999335,1161.378069866,1014.130609268,1022.68214063,911.481693936,1370.211194934,937.156053994,1008.73078247,967.561827592,MELB - Outer,Greater Melbourne,Weekday
Y25H6390221P01,Y25H6390221,1,Sunday,40->44,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Labourers,Factory Process Workers,Manufacturing,Furniture and Other Manufacturing,At Work,1,"$2,000-$2,999 ($104,000-$155,999)",No,No,No,No,No,No,No,No,No,Not applicable,Yes,No,No,938.389006439,0.0,1729.399957028,857.27471075,923.254699562,892.482126826,918.502047612,1526.127657391,855.425837088,935.249712134,987.782851706,MELB - Outer,Greater Melbourne,Weekend
Y25H6390221P02,Y25H6390221,2,Sunday,30->34,Female,Spouse,Full Licence,No,No,No,No,No,No,No,No Study,Unemployed,Unemployed,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,0,Negative income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,1507.149733471,0.0,2082.815161722,1519.402405467,1318.208614676,1594.302635784,1855.989089072,2173.429116264,1410.841600563,1417.189697265,1534.043840123,MELB - Outer,Greater Melbourne,Weekend
Y25H6390221P03,Y25H6390221,3,Sunday,5->9,Female,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,0,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,947.818115228,0.0,1355.321955338,829.335945611,878.793956489,966.116528842,1014.694692387,1547.807118834,900.147830897,915.09043643,952.96316826,MELB - Outer,Greater Melbourne,Weekend
Y25H6390221P04,Y25H6390221,4,Sunday,0->4,Female,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,No Study,Not Yet at School,Not Yet at School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,Not applicable,0,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,1109.658734432,0.0,1668.043260973,1000.147165123,1059.337441339,1053.891233896,1231.516737715,1743.863082428,1024.802602219,1070.574555007,1124.070708268,MELB - Outer,Greater Melbourne,Weekend
Y25H6390224P01,Y25H6390224,1,Wednesday,45->49,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Business Human Resource and Marketing Professionals,Manufacturing,Pulp Paper and Converted Paper Product Manufacturing,At Home,3,"$1,750-$1,999 ($91,000-$103,999)",No,No,No,No,No,No,No,No,No,Not applicable,Yes,No,No,486.507989615,509.761461383,593.122571871,567.813125374,519.290009133,587.811730124,0.0,566.751521389,458.599410198,508.970542185,480.77487614,MELB - Outer,Greater Melbourne,Weekday
Y25H6390224P02,Y25H6390224,2,Wednesday,35->39,Female,Spouse,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Clerical and Administrative Workers,Clerical and Office Support Workers,Arts and Recreation Services,Sports and Recreation Activities,At Home,9,"$1,000-$1,249 ($52,000-$64,999)",Yes,No,No,Yes,No,No,No,No,Yes,Not applicable,No,No,No,544.3706877,604.63367973,501.466493555,723.395246716,523.774819444,628.448620245,0.0,741.922976868,520.113341172,578.090859326,543.378453416,MELB - Outer,Greater Melbourne,Weekday
Y25H6390224P03,Y25H6390224,3,Wednesday,10->14,Male,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,3,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,505.959025081,491.44820948,669.740559036,615.477232107,548.23932004,510.122286788,0.0,599.25963036,444.490358844,567.495210289,520.312591566,MELB - Outer,Greater Melbourne,Weekday
Y25H6390224P04,Y25H6390224,4,Wednesday,5->9,Male,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,3,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,631.005985803,664.97309619,700.640800921,820.219017873,615.031828473,718.631728761,0.0,746.987154725,621.769184882,669.127893596,670.235667505,MELB - Outer,Greater Melbourne,Weekday
Y25H6390227P01,Y25H6390227,1,Saturday,65->69,Female,Self,No Car Licence,No,No,Yes,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,3,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,798.917295273,876.160768381,1060.245317732,930.531643558,947.480075352,893.988646276,0.0,869.295569188,855.904345863,883.682424508,695.018925755,MELB - Outer,Greater Melbourne,Weekend
Y25H6390227P02,Y25H6390227,2,Saturday,55->59,Male,Spouse,Full Licence,Yes,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Design Engineering Science and Transport Professionals,Transport Postal and Warehousing,Air and Space Transport,At Home,3,"$3,000-$3,499 ($156,000-$181,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,620.08375811,628.51556661,873.707503646,776.113666017,702.355356853,717.640367225,0.0,633.590799001,642.746347425,668.623292225,607.620146184,MELB - Outer,Greater Melbourne,Weekend
Y25H6390230P01,Y25H6390230,1,Tuesday,45->49,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Technicians and Trades Workers,Automotive and Engineering Trades Workers,Other Services,Repair and Maintenance,At Home,6,"$2,000-$2,999 ($104,000-$155,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,746.616955509,973.747188911,755.320881697,942.381057389,775.413104233,836.845371604,0.0,767.559395484,742.914895673,762.146991338,743.736929978,MELB - Outer,Greater Melbourne,Weekday
Y25H6390230P02,Y25H6390230,2,Tuesday,40->44,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Education Professionals,Education and Training,Preschool and School Education,At Home,13,"$1,750-$1,999 ($91,000-$103,999)",Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,No,434.895882596,546.494823938,421.983256764,546.27709161,434.514007456,459.829589076,0.0,450.444019607,423.13743431,487.456775861,484.382912612,MELB - Outer,Greater Melbourne,Weekday
Y25H6390230P03,Y25H6390230,3,Tuesday,10->14,Female,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Secondary,No other activity,Secondary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,4,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,Yes,No,738.405593255,926.553465643,683.275714337,961.432306908,731.867497523,793.774726216,0.0,711.470084794,847.750090283,765.986080836,743.866257297,MELB - Outer,Greater Melbourne,Weekday
Y25H6390230P04,Y25H6390230,4,Tuesday,10->14,Male,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,5,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,Yes,No,517.416526741,613.809195423,592.663382075,611.947074825,541.457670217,488.725419328,0.0,558.791810411,470.257999588,574.402759438,538.972418458,MELB - Outer,Greater Melbourne,Weekday
Y25H6390230P05,Y25H6390230,5,Tuesday,5->9,Female,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,5,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,Yes,No,693.575286175,924.565286991,589.108635076,918.269981073,650.949745618,769.235515801,0.0,719.949063349,709.236127045,739.117414151,746.993077895,MELB - Outer,Greater Melbourne,Weekday
Y25H6390231P01,Y25H6390231,1,Wednesday,40->44,Male,Self,Full Licence,Yes,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Health Professionals,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,11,"$2,000-$2,999 ($104,000-$155,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,395.662750085,393.054292908,501.874644828,487.946757274,410.538518989,429.579921552,0.0,467.360697719,370.953773492,441.297849849,434.610057803,MELB - Outer,Greater Melbourne,Weekday
Y25H6390231P02,Y25H6390231,2,Wednesday,30->34,Male,Other relative,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Technicians and Trades Workers,Automotive and Engineering Trades Workers,Other Services,Repair and Maintenance,At Home,4,"$500-$649 ($26,000-$33,799)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,952.722318276,950.881491326,929.876529797,1565.965547871,897.179809607,1064.996690809,0.0,1049.195440898,943.416910037,973.545534779,1081.488045075,MELB - Outer,Greater Melbourne,Weekday
Y25H6390231P03,Y25H6390231,3,Wednesday,10->14,Male,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,7,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,505.959025081,491.44820948,669.740559036,615.477232107,548.23932004,510.122286788,0.0,599.25963036,444.490358844,567.495210289,520.312591566,MELB - Outer,Greater Melbourne,Weekday
Y25H6390231P04,Y25H6390231,4,Wednesday,10->14,Female,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,7,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,543.81418105,547.086039885,636.363218843,693.027827302,587.524146424,569.949802202,0.0,619.396360165,479.236793651,619.315833567,559.823561169,MELB - Outer,Greater Melbourne,Weekday
Y25H6390233P01,Y25H6390233,1,Friday,55->59,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,Part-time TAFE/Uni,No other activity,Full-time Work,Paid Employee,Professionals,ICT Professionals,Professional Scientific and Technical Services,Computer System Design and Related Services,At Home,2,"$2,000-$2,999 ($104,000-$155,999)",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Not applicable,No,No,No,510.82581353,546.603366771,510.24132053,635.674148141,514.02574361,554.76124736,0.0,659.252206403,526.70280812,495.82426116,582.934798366,MELB - Outer,Greater Melbourne,Weekday
