hhid,surveyperiod,hhsize,dwelltype,owndwell,totalbikes,totalvehs,travmonth,travdow,homelga,youngestgroup_5,aveagegroup_5,oldestgroup_5,hhinc_group,hhpoststratweight,hhpoststratweight_GROUP_1,hhpoststratweight_GROUP_2,hhpoststratweight_GROUP_3,hhpoststratweight_GROUP_4,hhpoststratweight_GROUP_5,hhpoststratweight_GROUP_6,hhpoststratweight_GROUP_7,hhpoststratweight_GROUP_8,hhpoststratweight_GROUP_9,hhpoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6400126,2024-25,2,Separate House,Fully Owned,0,2,November,Friday,Stonnington (C),70->74,75->79,75->79,"$800-$999 ($41,600-$51,999)",621.936141186,649.152787299,629.030335032,599.268460535,626.305577643,763.248081273,1152.516399774,581.349779945,663.721914295,0.0,631.798686971,MELB - Inner,Greater Melbourne,Weekday
Y25H6400128,2024-25,1,"Unit, Flat or Apartment",Fully Owned,1,1,November,Sunday,Stonnington (C),60->64,60->64,60->64,"$1,750-$1,999 ($91,000-$103,999)",676.435284948,650.741174115,720.507733705,684.711553231,666.614857144,815.780469517,1263.363888999,688.245370282,627.155180358,0.0,671.253023038,MELB - Inner,Greater Melbourne,Weekend
Y25H6400131,2024-25,2,Separate House,Fully Owned,Missing/Refused,3,October,Wednesday,Stonnington (C),55->59,60->64,60->64,"$6,000-$7,999 ($312,000-$415,999)",1206.061253929,1618.183932977,1203.716314886,1255.803319023,1195.199620326,1364.395914178,2359.217231314,1102.384180986,1091.531502773,0.0,1226.813096827,MELB - Inner,Greater Melbourne,Weekday
Y25H6400132,2024-25,1,"Unit, Flat or Apartment",Being Rented,0,1,October,Thursday,Stonnington (C),35->39,35->39,35->39,"$1,750-$1,999 ($91,000-$103,999)",594.25544588,596.080585579,590.54178394,624.368965354,617.035081366,707.610018771,1069.64377656,567.374573731,554.136672425,0.0,592.011182292,MELB - Inner,Greater Melbourne,Weekday
Y25H6400133,2024-25,3,Separate House,Fully Owned,0,2,November,Friday,Stonnington (C),10->14,35->39,45->49,"$4,000-$4,499 ($208,000-$233,999)",508.674867048,406.743680706,539.972559047,542.309063385,510.819486904,678.936170176,957.91945747,428.909110135,532.344716971,0.0,517.790815521,MELB - Inner,Greater Melbourne,Weekday
Y25H6400137,2024-25,2,Separate House,Fully Owned,Missing/Refused,2,October,Tuesday,Stonnington (C),60->64,60->64,60->64,"$6,000-$7,999 ($312,000-$415,999)",608.881593651,642.457653222,594.349171421,591.954019741,603.375730231,742.713501608,1153.138771791,546.631065421,630.766933289,0.0,643.378260592,MELB - Inner,Greater Melbourne,Weekday
Y25H6400138,2024-25,3,"Unit, Flat or Apartment",Fully Owned,3,2,October,Wednesday,Stonnington (C),15->19,35->39,45->49,"$5,000-$5,999 ($260,000-$311,999)",455.165685657,353.824338781,463.364472982,496.7402665,452.454683457,648.527720269,871.982047227,372.608946372,471.694911856,0.0,462.184050922,MELB - Inner,Greater Melbourne,Weekday
Y25H6400141,2024-25,1,Terrace or Townhouse,Fully Owned,0,1,November,Saturday,Stonnington (C),75->79,75->79,75->79,"$500-$649 ($26,000-$33,799)",634.500144031,612.323177417,648.190139893,617.745393157,629.652055376,764.230123822,1190.224919003,611.403040248,635.716481183,0.0,636.372320432,MELB - Inner,Greater Melbourne,Weekend
Y25H6400202,2024-25,2,Separate House,Being Purchased,0,2,October,Tuesday,Yarra Ranges (S),25->29,30->34,30->34,"$4,000-$4,499 ($208,000-$233,999)",919.003627455,1059.171366009,899.792021918,927.66670462,865.530548721,904.386981097,925.739103755,0.0,1175.316957705,1451.486547193,1243.696624018,MELB - Outer,Greater Melbourne,Weekday
Y25H6400206,2024-25,4,Separate House,Being Rented,6,5,November,Saturday,Yarra Ranges (S),20->24,40->44,60->64,"$4,500-$4,999 ($234,000-$259,999)",923.198156038,1047.646807041,920.443801129,1046.542932817,990.121126363,926.170239989,933.020723658,0.0,1696.189077785,1009.015532274,922.768160324,MELB - Outer,Greater Melbourne,Weekend
Y25H6400210,2024-25,1,Separate House,Fully Owned,1,1,October,Wednesday,Yarra Ranges (S),65->69,65->69,65->69,"$150-$299 ($7,800-$15,599)",909.186180448,1036.993054909,897.057803586,926.02538841,844.522755895,951.773808111,911.438301061,0.0,1329.522868097,1322.399822536,879.843530242,MELB - Outer,Greater Melbourne,Weekday
Y25H6400214,2024-25,4,Separate House,Fully Owned,4,4,November,Sunday,Yarra Ranges (S),20->24,35->39,50->54,"$2,500-$2,999 ($130,000-$155,999)",984.21381558,1113.377605837,1023.136324265,1159.992522793,1048.244737027,988.644087271,990.35457176,0.0,1673.346214055,1027.682348542,973.34673004,MELB - Outer,Greater Melbourne,Weekend
Y25H6400215,2024-25,2,Separate House,Fully Owned,1,2,October,Monday,Yarra Ranges (S),70->74,70->74,75->79,"$500-$649 ($26,000-$33,799)",877.321424108,1020.548719846,866.216595873,849.721211856,831.997500838,845.102390395,885.844889927,0.0,1158.730693,1325.583531004,1201.45940801,MELB - Outer,Greater Melbourne,Weekday
Y25H6400217,2024-25,2,Separate House,Fully Owned,4,4,October,Wednesday,Yarra Ranges (S),55->59,55->59,55->59,"$2,500-$2,999 ($130,000-$155,999)",1193.117544867,1348.734782181,1153.352542574,1265.654821425,1072.544542875,1266.141766802,1191.481108199,0.0,1588.444343865,1852.183351283,1629.128193903,MELB - Outer,Greater Melbourne,Weekday
Y25H6400218,2024-25,4,Separate House,Being Purchased,1,2,October,Thursday,Yarra Ranges (S),0->4,15->19,30->34,"$1,500-$1,749 ($78,000-$90,999)",539.642196205,638.115662359,525.908914322,517.052818414,597.543274435,537.826600422,527.202286785,0.0,768.766660846,716.805322895,604.301980833,MELB - Outer,Greater Melbourne,Weekday
Y25H6400219,2024-25,2,Separate House,Being Purchased,2,2,November,Friday,Yarra Ranges (S),55->59,55->59,55->59,"$2,500-$2,999 ($130,000-$155,999)",938.707255655,1070.209127441,952.296232958,939.129357057,898.422961224,929.391517127,925.239463879,0.0,1236.722440418,1454.663904665,1221.312472264,MELB - Outer,Greater Melbourne,Weekday
Y25H6400221,2024-25,2,Separate House,Fully Owned,0,2,November,Sunday,Yarra Ranges (S),70->74,75->79,75->79,"$400-$499 ($20,800-$25,999)",1040.71003181,1145.259017059,1084.779468051,1018.191614029,975.449472114,1044.999303569,1056.822721156,0.0,1358.308977268,1568.313653226,1375.418873489,MELB - Outer,Greater Melbourne,Weekend
Y25H6400222,2024-25,5,Separate House,Being Purchased,Missing/Refused,2,October,Monday,Yarra Ranges (S),10->14,25->29,45->49,"$1,250-$1,499 ($65,000-$77,999)",413.294890359,559.312275732,408.627969417,376.499230378,488.086730944,401.471923195,415.630512971,454.615759898,528.278189674,574.274466228,0.0,MELB - Outer,Greater Melbourne,Weekday
Y25H6400223,2024-25,3,Separate House,Fully Owned,3,4,October,Tuesday,Yarra Ranges (S),20->24,45->49,55->59,"$4,000-$4,499 ($208,000-$233,999)",1089.90705054,1279.349753298,1064.498317612,1008.294390306,1022.945704112,1073.185092961,1090.047750622,1164.732800757,1736.270725111,1437.56924744,0.0,MELB - Outer,Greater Melbourne,Weekday
Y25H6400224,2024-25,4,Separate House,Fully Owned,0,3,October,Wednesday,Yarra Ranges (S),20->24,35->39,55->59,"$6,000-$7,999 ($312,000-$415,999)",422.536008972,492.2398866,409.327024583,422.900569534,425.888883976,450.75358898,421.214046199,497.234204996,610.488298991,557.638596377,0.0,MELB - Outer,Greater Melbourne,Weekday
Y25H6400225,2024-25,3,Separate House,Being Purchased,1,2,October,Thursday,Yarra Ranges (S),0->4,30->34,40->44,"$3,500-$3,999 ($182,000-$207,999)",763.352390862,874.646275398,745.276306253,685.884820962,791.740688713,754.176449817,744.758213907,832.735103061,1223.12648909,1002.8580081,0.0,MELB - Outer,Greater Melbourne,Weekday
Y25H6400226,2024-25,5,Separate House,Being Purchased,3,2,November,Friday,Yarra Ranges (S),0->4,15->19,35->39,"$1,750-$1,999 ($91,000-$103,999)",442.212969665,586.528688869,449.235073319,416.114691764,527.054859789,441.514074535,434.11409533,480.428968198,563.835493355,630.195169036,0.0,MELB - Outer,Greater Melbourne,Weekday
Y25H6400227,2024-25,3,Separate House,Being Purchased,1,2,November,Saturday,Yarra Ranges (S),5->9,25->29,35->39,"$2,000-$2,499 ($104,000-$129,999)",815.048823374,898.479499961,818.029759023,678.60866234,807.929997868,814.522613217,828.714946273,897.355640004,1403.194746675,1081.004997552,0.0,MELB - Outer,Greater Melbourne,Weekend
Y25H6400229,2024-25,2,Separate House,Fully Owned,0,1,October,Monday,Yarra Ranges (S),70->74,75->79,75->79,"$400-$499 ($20,800-$25,999)",361.999911903,435.912597071,362.015998799,335.179463033,341.599360054,347.066728035,366.098342716,446.130406383,518.89353277,492.99794524,0.0,MELB - Outer,Greater Melbourne,Weekday
Y25H6400230,2024-25,2,Separate House,Being Purchased,0,2,October,Tuesday,Yarra Ranges (S),30->34,30->34,30->34,"$4,000-$4,499 ($208,000-$233,999)",551.402176473,635.502819606,539.875213151,556.600022772,519.318329233,542.632188659,555.443462253,607.45139958,705.190174624,870.891928316,0.0,MELB - Outer,Greater Melbourne,Weekday
Y25H6400232,2024-25,5,Separate House,Fully Owned,2,2,October,Thursday,Yarra Ranges (S),0->4,15->19,35->39,"$2,500-$2,999 ($130,000-$155,999)",430.703061476,574.938007171,419.425693099,411.387224768,529.681280912,430.608421236,419.819483769,449.873142187,547.167910432,618.865153987,0.0,MELB - Outer,Greater Melbourne,Weekday
Y25H6400235,2024-25,4,Separate House,Being Purchased,3,3,November,Sunday,Yarra Ranges (S),5->9,25->29,40->44,"$2,500-$2,999 ($130,000-$155,999)",523.520941408,605.542991266,543.361378612,500.564292026,522.050611173,530.587350992,528.53322079,650.140616076,756.720381032,666.134163082,0.0,MELB - Outer,Greater Melbourne,Weekend
Y25H6400237,2024-25,1,Separate House,Fully Owned,1,2,October,Tuesday,Yarra Ranges (S),55->59,55->59,55->59,,867.887461554,994.359352098,850.825885745,911.398905591,805.402098536,849.940645861,872.661083439,1011.70075814,1146.349599248,1415.194875397,0.0,MELB - Outer,Greater Melbourne,Weekday
Y25H6400238,2024-25,4,Separate House,Being Purchased,2,2,October,Wednesday,Yarra Ranges (S),0->4,20->24,30->34,"$1,000-$1,249 ($52,000-$64,999)",297.467759246,339.770590125,290.022338654,287.429217251,315.987164351,316.049538169,297.747676756,356.974734457,421.158748138,395.269123436,0.0,MELB - Outer,Greater Melbourne,Weekday
Y25H6400240,2024-25,2,Separate House,Fully Owned,0,2,November,Friday,Yarra Ranges (S),65->69,70->74,70->74,"$400-$499 ($20,800-$25,999)",563.224353393,642.125476465,571.377739775,563.477614234,539.053776735,557.634910276,555.143678328,646.033055588,742.033464251,872.798342799,0.0,MELB - Outer,Greater Melbourne,Weekday
Y25H6400241,2024-25,6,Separate House,Being Purchased,2,5,November,Saturday,Yarra Ranges (S),10->14,25->29,50->54,"$3,500-$3,999 ($182,000-$207,999)",736.829467657,943.922870084,734.07726839,832.670043367,877.674720656,741.533989811,742.979096203,797.378246085,1207.258691953,871.149435992,0.0,MELB - Outer,Greater Melbourne,Weekend
Y25H6400242,2024-25,1,Separate House,Being Purchased,0,2,November,Sunday,Yarra Ranges (S),60->64,60->64,60->64,"$2,500-$2,999 ($130,000-$155,999)",982.824398879,1075.179192653,1025.746427242,1000.336347189,907.684948865,982.087758408,996.228912774,1222.164284003,1324.83152016,1529.10094093,0.0,MELB - Outer,Greater Melbourne,Weekend
Y25H6400301,2024-25,3,Separate House,Fully Owned,0,3,October,Monday,Manningham (C),30->34,45->49,55->59,"$6,000-$7,999 ($312,000-$415,999)",1577.975429513,0.0,1669.090757239,1562.277878387,1573.79247305,1481.570275233,1614.340851246,1614.821054014,2325.251795932,1475.461816547,1545.738888537,MELB - Middle,Greater Melbourne,Weekday
Y25H6400304,2024-25,2,Separate House,Fully Owned,0,2,October,Thursday,Manningham (C),75->79,75->79,75->79,"$1,000-$1,249 ($52,000-$64,999)",2086.034596761,0.0,2204.27538306,2175.272992789,2103.999504122,2069.310190213,2049.528831657,1997.507441094,7261.619779355,2043.312104992,2014.689652456,MELB - Middle,Greater Melbourne,Weekday
Y25H6400308,2024-25,2,Separate House,Fully Owned,0,2,October,Monday,Manningham (C),80->84,80->84,85->89,"$3,500-$3,999 ($182,000-$207,999)",2001.721178852,0.0,2147.528367086,1990.797376142,1938.777670427,1929.293299393,2029.078574446,2018.56540895,7010.928963482,1896.086669077,1995.439769333,MELB - Middle,Greater Melbourne,Weekday
Y25H6400310,2024-25,3,Separate House,Fully Owned,Missing/Refused,3,October,Wednesday,Manningham (C),20->24,45->49,60->64,"$8,000 or more ($416,000 or more)",1510.778897046,0.0,1574.622892487,1581.574825328,1505.268302352,1556.364184198,1534.865235866,1482.508217282,2199.013835639,1461.318614678,1402.53734846,MELB - Middle,Greater Melbourne,Weekday
Y25H6400316,2024-25,2,Separate House,Fully Owned,0,2,October,Tuesday,Manningham (C),60->64,60->64,60->64,"$1,750-$1,999 ($91,000-$103,999)",2096.82446361,0.0,2230.768725459,2173.414545529,2016.918679734,2064.634726538,2120.458561444,2005.784738267,7111.284571841,2076.175682715,2065.58930581,MELB - Middle,Greater Melbourne,Weekday
Y25H6400318,2024-25,3,Separate House,Fully Owned,1,4,October,Thursday,Manningham (C),55->59,70->74,80->84,"$8,000 or more ($416,000 or more)",3108.124498937,0.0,2614.618490238,3206.673846633,3799.381458699,2918.831208657,3037.953735181,3060.415226189,5609.417374954,4296.438257737,2673.692022204,MELB - Middle,Greater Melbourne,Weekday
Y25H6400321,2024-25,4,Separate House,Fully Owned,2,3,November,Sunday,Manningham (C),15->19,35->39,60->64,"$3,500-$3,999 ($182,000-$207,999)",3188.16226343,0.0,3225.141804245,2905.786022293,3175.940835448,2939.434366702,3344.167164138,3200.313421356,7659.122520406,3538.814759731,3066.015787971,MELB - Middle,Greater Melbourne,Weekend
Y25H6400322,2024-25,4,Separate House,Being Purchased,6,2,October,Monday,Nillumbik (S),10->14,30->34,50->54,"$3,500-$3,999 ($182,000-$207,999)",691.731030922,0.0,1006.456069058,722.056870704,691.871271383,602.276494537,792.439461159,680.22272901,1061.228217191,613.353675792,713.645675909,MELB - Outer,Greater Melbourne,Weekday
Y25H6400324,2024-25,1,"Unit, Flat or Apartment",Fully Owned,0,2,October,Wednesday,Nillumbik (S),50->54,50->54,50->54,"$2,500-$2,999 ($130,000-$155,999)",848.850931613,0.0,1227.363164426,831.733947786,826.020244677,854.170270653,816.943115643,820.843313504,1236.795713694,926.714683173,788.479702863,MELB - Outer,Greater Melbourne,Weekday
Y25H6400325,2024-25,4,Separate House,Being Purchased,1,2,October,Thursday,Nillumbik (S),0->4,15->19,35->39,"$5,000-$5,999 ($260,000-$311,999)",720.867060508,0.0,1033.051004661,788.965682255,750.832255864,645.986220894,800.426136002,673.126546593,1099.174710299,660.97874682,720.530171279,MELB - Outer,Greater Melbourne,Weekday
Y25H6400326,2024-25,1,"Unit, Flat or Apartment",Fully Owned,0,1,November,Friday,Nillumbik (S),65->69,65->69,65->69,"$650-$799 ($33,800-$41,599)",936.033052484,0.0,1275.427096426,1028.31617098,929.727959944,905.81459721,860.560686318,920.955365163,1332.99936605,1063.200790916,937.035041224,MELB - Outer,Greater Melbourne,Weekday
Y25H6400328,2024-25,2,Separate House,Fully Owned,4,2,November,Sunday,Nillumbik (S),75->79,75->79,75->79,,610.654560202,0.0,967.710000864,550.8610676,592.327776807,646.394370955,617.702012799,680.320276118,925.38202925,555.128416749,581.925487606,MELB - Outer,Greater Melbourne,Weekend
Y25H6400329,2024-25,1,Separate House,Fully Owned,0,1,October,Monday,Nillumbik (S),85->89,85->89,85->89,"$500-$649 ($26,000-$33,799)",874.822097806,0.0,1160.13912427,930.417153303,860.987945008,823.663727557,823.919986347,871.472893769,1248.936081947,968.857104427,921.803053257,MELB - Outer,Greater Melbourne,Weekday
Y25H6400330,2024-25,4,Separate House,Fully Owned,3,2,October,Tuesday,Nillumbik (S),0->4,15->19,35->39,"$4,000-$4,499 ($208,000-$233,999)",724.595694545,0.0,1045.467318063,788.291628417,719.756634558,644.526659575,828.127141552,675.915857084,1076.41881517,671.609587975,738.733836496,MELB - Outer,Greater Melbourne,Weekday
Y25H6400337,2024-25,2,Separate House,Fully Owned,0,2,October,Tuesday,Nillumbik (S),65->69,65->69,70->74,"$3,000-$3,499 ($156,000-$181,999)",539.241228387,0.0,802.686411342,501.885366411,525.581078609,559.417266356,541.084986412,563.165319209,800.714130242,513.775689715,526.195167389,MELB - Outer,Greater Melbourne,Weekday
Y25H6400338,2024-25,3,Separate House,Being Rented,2,2,October,Wednesday,Nillumbik (S),0->4,20->24,35->39,"$3,500-$3,999 ($182,000-$207,999)",644.629483665,0.0,1209.462909844,567.691083883,631.345278767,680.575763633,612.278263382,637.03544129,951.358045105,590.966151892,688.743870792,MELB - Outer,Greater Melbourne,Weekday
Y25H6400339,2024-25,2,Separate House,Being Rented,2,2,October,Thursday,Nillumbik (S),35->39,35->39,40->44,"$1,750-$1,999 ($91,000-$103,999)",536.466393795,0.0,793.153443763,502.314519462,548.273135591,560.6840934,522.985593868,560.841297785,817.641525527,505.643185586,513.228818492,MELB - Outer,Greater Melbourne,Weekday
Y25H6400340,2024-25,1,Separate House,Fully Owned,0,1,November,Friday,Nillumbik (S),70->74,70->74,70->74,"$800-$999 ($41,600-$51,999)",936.033052484,0.0,1275.427096426,1028.31617098,929.727959944,905.81459721,860.560686318,920.955365163,1332.99936605,1063.200790916,937.035041224,MELB - Outer,Greater Melbourne,Weekday
Y25H6410101,2024-25,2,Separate House,Being Rented,2,1,November,Monday,Cardinia (S),5->9,20->24,30->34,"$800-$999 ($41,600-$51,999)",635.820337249,682.12656919,769.736049156,606.141069609,811.704126267,0.0,763.059311175,768.418228483,724.365228026,638.645629603,618.355086164,MELB - Outer,Greater Melbourne,Weekday
Y25H6410102,2024-25,2,Separate House,Fully Owned,0,1,November,Tuesday,Cardinia (S),60->64,60->64,65->69,"$3,500-$3,999 ($182,000-$207,999)",666.028641596,707.941635741,799.57179222,661.742793676,844.4192646,0.0,797.423850238,763.552941343,734.733912905,699.303754242,640.093313166,MELB - Outer,Greater Melbourne,Weekday
Y25H6410103,2024-25,4,Separate House,Being Rented,1,2,November,Wednesday,Cardinia (S),5->9,30->34,55->59,"$2,500-$2,999 ($130,000-$155,999)",503.354517073,470.881974291,522.132231578,491.228784215,576.668770963,0.0,691.419684957,684.827661096,564.220053313,502.045634803,540.515302403,MELB - Outer,Greater Melbourne,Weekday
Y25H6410107,2024-25,3,Separate House,Being Purchased,4,2,November,Sunday,Cardinia (S),5->9,20->24,30->34,"$3,500-$3,999 ($182,000-$207,999)",791.091148141,697.117639096,1061.488723736,809.396314039,904.66247374,0.0,1015.863193431,1154.831634895,893.307063965,743.773065583,787.606704349,MELB - Outer,Greater Melbourne,Weekend
Y25H6410112,2024-25,2,Separate House,Being Purchased,0,1,November,Friday,Cardinia (S),35->39,40->44,45->49,"$2,500-$2,999 ($130,000-$155,999)",680.30843368,715.319186846,846.228002876,669.919574851,876.509393386,0.0,796.993464666,812.049227545,773.120741489,700.834555897,628.572862292,MELB - Outer,Greater Melbourne,Weekday
Y25H6410115,2024-25,2,Separate House,Being Purchased,2,1,November,Monday,Cardinia (S),40->44,40->44,40->44,"$3,500-$3,999 ($182,000-$207,999)",635.820337249,682.12656919,769.736049156,606.141069609,811.704126267,0.0,763.059311175,768.418228483,724.365228026,638.645629603,618.355086164,MELB - Outer,Greater Melbourne,Weekday
Y25H6410118,2024-25,2,Separate House,Being Purchased,0,2,November,Thursday,Cardinia (S),30->34,30->34,30->34,"$800-$999 ($41,600-$51,999)",728.582104482,762.276061002,772.302339524,799.25689728,915.909826844,0.0,891.991575599,906.28860588,827.563936144,761.263079905,685.640750537,MELB - Outer,Greater Melbourne,Weekday
Y25H6410120,2024-25,2,Separate House,Occupied Rent-Free,0,1,November,Saturday,Cardinia (S),15->19,30->34,45->49,"$500-$649 ($26,000-$33,799)",707.474665404,720.289950178,867.202570422,655.282585487,898.889167106,0.0,857.636652662,819.409438769,860.720430131,741.864727117,671.102475892,MELB - Outer,Greater Melbourne,Weekend
